outcome_var,outcome_name,marker1_var,marker1_name,marker2_var,marker2_name,combination_type,n_samples,n_cases,beta_comp,p_comp,aic_comp,beta_A,p_A,aic_A,beta_B,p_B,aic_B,p_gain,aic_gain,p_comp_fdr,p_comp_bonferroni,survives_fdr,survives_bonferroni
thyroid_binary,Thyroid Problem,LBXSAPSI,Alkaline Phosphatase (U/L),LBXSASSI,AST Liver Enzyme (U/L),Difference,4888,597.0,0.1775572247134078,1.0638241467887811e-05,3613.513542993329,0.1366457961765141,0.0004413708370876,3620.5809583767177,-0.1230956255269361,0.0301554774884648,3626.882296764162,41.48907866210124,7.067415383388834,4.5376385408052275e-05,0.05744650392659418,True,False
thyroid_binary,Thyroid Problem,LBXSASSI,AST Liver Enzyme (U/L),LBXSAPSI,Alkaline Phosphatase (U/L),Difference,4888,597.0,-0.1775572247134078,1.0638241467887811e-05,3613.513542993329,-0.1230956255269361,0.0301554774884648,3626.882296764162,0.1366457961765141,0.0004413708370876,3620.5809583767177,41.48907866210124,7.067415383388834,4.5376385408052275e-05,0.05744650392659418,True,False
heart_attack_binary,Heart Attack,systolic_bp,Systolic BP (mmHg),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4673,228.0,-0.4731178120621248,2.624225515833912e-09,1786.955146496371,0.3465655491279942,3.6509781685957162e-09,1794.022210356007,0.17053074582847,4.971410279962793e-06,1807.781401619536,1.3912593054852331,7.067063859635937,1.5886567024106643e-08,1.4170817785503124e-05,True,True
arthritis_binary,Arthritis,LBXHGB,Hemoglobin (g/dL),LBXIN,Insulin (uIU/mL),Ratio,2378,753.0,-0.2271477099457883,6.642257487858405e-05,2954.375544322713,-0.1512394468699039,0.0005762394460237,2961.4042235263287,0.1334091771541188,0.0037987602070133,2963.9576455909946,8.675355435663786,7.028679203615866,0.00025860267076016863,0.3586819043443539,True,False
stroke_binary,Stroke,LBXHGB,Hemoglobin (g/dL),LBXSBU,BUN Kidney (mg/dL),Difference,4903,239.0,-0.4100149377708361,7.895185050504021e-20,1842.842655072343,-0.2958289118383417,1.866823295666109e-06,1892.526327757334,0.3972572295314374,4.1769863912405904e-18,1849.868429622501,52.90549068224736,7.025774550158076,1.1460752492667127e-18,4.2633999272721713e-16,True,True
stroke_binary,Stroke,LBXSBU,BUN Kidney (mg/dL),LBXHGB,Hemoglobin (g/dL),Difference,4903,239.0,0.4100149377708361,7.895185050504021e-20,1842.842655072343,0.3972572295314374,4.1769863912405904e-18,1849.868429622501,-0.2958289118383417,1.866823295666109e-06,1892.526327757334,52.90549068224736,7.025774550158076,1.1460752492667127e-18,4.2633999272721713e-16,True,True
thyroid_binary,Thyroid Problem,diastolic_bp,Diastolic BP (mmHg),BMXWAIST,Waist Circumference (cm),Ratio,4749,553.0,-0.1826606437072129,5.763521115201175e-05,3404.987853867868,-0.13488312752461,0.0020874217826281,3411.941652910693,0.0993220074444269,0.0255204535048743,3416.281630540924,36.21782137871671,6.953799042824812,0.00022552908711656773,0.3112301402208634,True,False
thyroid_binary,Thyroid Problem,LBDHDD,HDL Cholesterol (mg/dL),diastolic_bp,Diastolic BP (mmHg),Difference,4690,573.0,0.1729537307429914,5.267953637326035e-05,3470.25568815286,0.1286033932628889,0.0022690381493694,3477.204172080765,-0.1227918040641478,0.0046141898774327,3478.3162390907128,43.07247758014102,6.948483927905272,0.00020703747919621974,0.28446949641560587,True,False
thyroid_binary,Thyroid Problem,diastolic_bp,Diastolic BP (mmHg),LBDHDD,HDL Cholesterol (mg/dL),Difference,4690,573.0,-0.1729537307429914,5.267953637326035e-05,3470.25568815286,-0.1227918040641478,0.0046141898774327,3478.3162390907128,0.1286033932628889,0.0022690381493694,3477.204172080765,43.07247758014102,6.948483927905272,0.00020703747919621974,0.28446949641560587,True,False
diabetes_binary,Diabetes,LBXSCA,Calcium (mg/dL),LBXSAL,Albumin (g/dL),Ratio,5897,800.0,0.3996125869302813,1.3458768195004264e-30,4555.476412315547,-0.0591620171554467,0.1198382128890579,4683.919721315176,-0.4137211405957595,1.1332605143149435e-28,4562.421075049553,84.20239489194834,6.94466273400576,3.0282228438759594e-29,7.267734825302302e-27,True,True
thyroid_binary,Thyroid Problem,LBXSATSI,ALT Liver Enzyme (U/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,4888,597.0,-0.3447509924525526,1.5812148858833792e-06,3602.4441692950013,-0.2635565649409991,1.5572787999100395e-05,3609.382747766003,0.0856296023515571,0.0149571806057866,3627.1863454447553,9.848622181671612,6.93857847100162,7.354487841318043e-06,0.008538560383770247,True,True
hypertension_binary,Hypertension,LBXSNASI,Sodium (mmol/L),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2573,918.0,0.1229738531233266,0.002465006000889,3347.6635347322926,0.0321887446800372,0.4345246807477224,3356.235133516053,-0.0622894393492126,0.1337554362865055,3354.5825237419976,54.26170818175012,6.918989009705001,0.008052651182577496,1.0,True,False
heart_attack_binary,Heart Attack,LBXSNASI,Sodium (mmol/L),LBXSUA,Uric Acid (mg/dL),Ratio,4904,243.0,-0.4493666823689713,1.1731493833080444e-07,1905.7659717288684,-0.0357411770698976,0.5853980446334168,1937.7644398645984,0.3143255746941225,2.4905934662096466e-07,1912.6830546138576,2.12299772019372,6.917082884989213,6.09721527417078e-07,0.000633500666986344,True,True
thyroid_binary,Thyroid Problem,LBXSNASI,Sodium (mmol/L),LBDHDD,HDL Cholesterol (mg/dL),Ratio,4899,600.0,-0.1809058026041106,0.0001264375040223,3631.746817541456,0.0540499261836778,0.217461392325216,3645.618587498785,0.1220383261342148,0.0030019512491571,3638.657990125644,23.742569677952712,6.911172584187625,0.00048115752059226213,0.68276252172042,True,False
liver_condition_binary,Liver Condition,LBDHDD,HDL Cholesterol (mg/dL),LBXSAPSI,Alkaline Phosphatase (U/L),Ratio,4896,270.0,-0.4743081042693997,9.80301308842867e-09,2054.3926662890435,-0.1640009663516681,0.0163677506340728,2087.520158245273,0.2917671164612405,1.1667273909206672e-08,2061.296824756053,1.1901722260249294,6.904158467009438,5.619561643048282e-08,5.293627067751482e-05,True,True
thyroid_binary,Thyroid Problem,LBXSATSI,ALT Liver Enzyme (U/L),LBXSAPSI,Alkaline Phosphatase (U/L),Difference,4901,599.0,-0.2262738680185205,3.060872506621126e-08,3613.150422567256,-0.2676274780153956,1.2281904262678293e-05,3620.0246093499136,0.1369397191097033,0.000421470532325,3631.769670228676,401.2550093514412,6.874186782657944,1.6578446876383234e-07,0.0001652871153575408,True,True
thyroid_binary,Thyroid Problem,LBXSAPSI,Alkaline Phosphatase (U/L),LBXSATSI,ALT Liver Enzyme (U/L),Difference,4901,599.0,0.2262738680185205,3.060872506621126e-08,3613.150422567256,0.1369397191097033,0.000421470532325,3631.769670228676,-0.2676274780153956,1.2281904262678293e-05,3620.0246093499136,401.2550093514412,6.874186782657944,1.6578446876383234e-07,0.0001652871153575408,True,True
stroke_binary,Stroke,LBXPLTSI,Platelet Count (10^3/uL),LBXWBCSI,WBC Count (10^3/uL),Ratio,5020,243.0,-0.2814496435909752,0.0002064753314818,1934.6551813524284,-0.1976742106240314,0.0050723797382331,1941.504621383916,0.0189123913381913,0.652025816933036,1949.55521879028,24.56651698693552,6.849440031487575,0.0007668272283368089,1.0,True,False
stroke_binary,Stroke,BMXBMI,Body Mass Index (kg/m2),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2324,105.0,0.2748942345451841,0.0001266141840515,847.4915380770697,0.1338969336753241,0.1441231821892978,857.5563545784055,-0.2404923995008875,0.0254999940642432,854.3372890733704,201.3991896347448,6.845750996300694,0.00048149055906908454,0.6837165938781,True,False
stroke_binary,Stroke,LBXSCR,Creatinine Kidney (mg/dL),LBXHGB,Hemoglobin (g/dL),Difference,4905,239.0,0.3792656470614821,1.6713089068928097e-12,1870.1599469519351,0.2395570112936893,1.1775983331278206e-08,1876.9956038848557,-0.2957148720326264,1.8859234062108087e-06,1892.7443180331584,7045.96456269198,6.835656932920301,1.329170559237286e-11,9.025068097221173e-09,True,True
stroke_binary,Stroke,LBXHGB,Hemoglobin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Difference,4905,239.0,-0.3792656470614821,1.6713089068928097e-12,1870.1599469519351,-0.2957148720326264,1.8859234062108087e-06,1892.7443180331584,0.2395570112936893,1.1775983331278206e-08,1876.9956038848557,7045.96456269198,6.835656932920301,1.329170559237286e-11,9.025068097221173e-09,True,True
hypertension_binary,Hypertension,LBXHSCRP,hs-CRP Inflammation (mg/L),LBXWBCSI,WBC Count (10^3/uL),Ratio,5401,1893.0,0.2908843946003355,1.974580334151935e-17,6910.972870131383,0.2890298104258881,8.683608740812606e-16,6917.802038885605,0.2574909107882914,0.0004061928355853,6985.642171665095,43.97698382092993,6.829168754221428,2.4273735648837775e-16,1.0662733804420449e-13,True,True
liver_condition_binary,Liver Condition,LBDHDD,HDL Cholesterol (mg/dL),LBXSASSI,AST Liver Enzyme (U/L),Difference,4883,269.0,-0.3884181150457988,5.7801437025751e-14,2035.674701422152,-0.1652532884896209,0.015854968700967,2080.300064388496,0.2743230276274138,1.1990635991542525e-12,2042.503204050723,20.74452921680927,6.8285026285711865,5.534180140763393e-13,3.121277599390554e-10,True,True
liver_condition_binary,Liver Condition,LBXSASSI,AST Liver Enzyme (U/L),LBDHDD,HDL Cholesterol (mg/dL),Difference,4883,269.0,0.3884181150457988,5.7801437025751e-14,2035.674701422152,0.2743230276274138,1.1990635991542525e-12,2042.503204050723,-0.1652532884896209,0.015854968700967,2080.300064388496,20.74452921680927,6.8285026285711865,5.534180140763393e-13,3.121277599390554e-10,True,True
thyroid_binary,Thyroid Problem,LBXSATSI,ALT Liver Enzyme (U/L),LBXGLU,Fasting Glucose (mg/dL),Ratio,2378,306.0,-0.2540560633687526,0.0020410274352957,1818.154424612916,-0.1504890056452153,0.0402758105690994,1824.9336999948669,0.0985801464919865,0.0680542096448979,1826.6012727574243,19.733105921362785,6.779275381950811,0.006736887622614168,1.0,True,False
thyroid_binary,Thyroid Problem,LBXSAL,Albumin (g/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2380,307.0,-0.2128880030946429,0.0002541369746626,1821.0659193711888,-0.1502949841504022,0.0119739611189813,1827.826210342275,0.0967354141036491,0.0735911584953896,1831.0905080163047,47.11617085579216,6.760290971086533,0.0009361116392756071,1.0,True,False
thyroid_binary,Thyroid Problem,LBDLDL,LDL Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2361,304.0,-0.1890415977282926,0.0052390271194146,1809.0169859111215,0.0095115279405291,0.8766752745878237,1817.3221328952536,0.0750847935088027,0.2029538346429721,1815.7679205686677,38.73884024972321,6.750934657545713,0.016362490714192504,1.0,True,False
hypertension_binary,Hypertension,LBXHSCRP,hs-CRP Inflammation (mg/L),LBXHGB,Hemoglobin (g/dL),Difference,5401,1893.0,0.2985672321582437,3.732768196151829e-17,6911.06506363171,0.2890298104258881,8.683608740812606e-16,6917.802038885605,-0.1134672695416413,6.765843199037638e-05,6985.1019645354345,23.263187759059555,6.7369752538952525,4.499318807861579e-16,2.0156948259219876e-13,True,True
hypertension_binary,Hypertension,LBXHGB,Hemoglobin (g/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Difference,5401,1893.0,-0.2985672321582437,3.732768196151829e-17,6911.06506363171,-0.1134672695416413,6.765843199037638e-05,6985.1019645354345,0.2890298104258881,8.683608740812606e-16,6917.802038885605,23.263187759059555,6.7369752538952525,4.499318807861579e-16,2.0156948259219876e-13,True,True
liver_condition_binary,Liver Condition,LBXPLTSI,Platelet Count (10^3/uL),BMXBMI,Body Mass Index (kg/m2),Ratio,4936,267.0,-0.3586394372736319,8.917122581469498e-07,2054.516946274754,-0.2997299352045494,1.6387686514808798e-05,2061.2518285024817,0.1054798494019893,0.0745930616568417,2077.9500548614506,18.377774181173347,6.734882227727667,4.272623064767994e-06,0.004815246193993529,True,True
thyroid_binary,Thyroid Problem,diastolic_bp,Diastolic BP (mmHg),LBXSAPSI,Alkaline Phosphatase (U/L),Difference,4670,569.0,-0.1733654169549627,1.7618689394631262e-05,3447.0958387058818,-0.1256120513455914,0.0038471433481689,3457.003276692797,0.1368865160884377,0.0005895268461397,3453.8201921116924,33.460312111492094,6.724353405810689,7.335460503547325e-05,0.09514092273100881,True,False
thyroid_binary,Thyroid Problem,LBXSAPSI,Alkaline Phosphatase (U/L),diastolic_bp,Diastolic BP (mmHg),Difference,4670,569.0,0.1733654169549627,1.7618689394631262e-05,3447.0958387058818,0.1368865160884377,0.0005895268461397,3453.8201921116924,-0.1256120513455914,0.0038471433481689,3457.003276692797,33.460312111492094,6.724353405810689,7.335460503547325e-05,0.09514092273100881,True,False
heart_attack_binary,Heart Attack,LBXSCA,Calcium (mg/dL),LBXSUA,Uric Acid (mg/dL),Ratio,4904,243.0,-0.4427511933471021,1.2346161215423228e-07,1905.9761013223865,0.0312300484694994,0.6345024158596833,1937.8354274429569,0.3143255746941225,2.4905934662096466e-07,1912.6830546138576,2.0173019149452838,6.706953291471109,6.404348757280061e-07,0.0006666927056328543,True,True
diabetes_binary,Diabetes,LBXSATSI,ALT Liver Enzyme (U/L),LBXTC,Total Cholesterol (mg/dL),Difference,5892,799.0,0.2571302139538469,6.570410498775894e-11,4637.148162811911,0.0705324042477123,0.0354857152497158,4677.061540289532,-0.2429761394619642,2.399519481598485e-09,4643.853174494096,36.52008473512469,6.705011682184704,4.5025655702271355e-10,3.548021669338983e-07,True,True
diabetes_binary,Diabetes,LBXTC,Total Cholesterol (mg/dL),LBXSATSI,ALT Liver Enzyme (U/L),Difference,5892,799.0,-0.2571302139538469,6.570410498775894e-11,4637.148162811911,-0.2429761394619642,2.399519481598485e-09,4643.853174494096,0.0705324042477123,0.0354857152497158,4677.061540289532,36.52008473512469,6.705011682184704,4.5025655702271355e-10,3.548021669338983e-07,True,True
arthritis_binary,Arthritis,LBXSASSI,AST Liver Enzyme (U/L),LBXSAPSI,Alkaline Phosphatase (U/L),Difference,4888,1519.0,-0.2269000570334578,1.1286405121299653e-12,6009.345752615606,-0.0462005374980166,0.1613725545237172,6060.212490158059,0.2104553754268993,2.760448400261815e-11,6016.042889702861,24.458172204472,6.697137087255214,9.110102788492993e-12,6.094658765501813e-09,True,True
arthritis_binary,Arthritis,LBXSAPSI,Alkaline Phosphatase (U/L),LBXSASSI,AST Liver Enzyme (U/L),Difference,4888,1519.0,0.2269000570334578,1.1286405121299653e-12,6009.345752615606,0.2104553754268993,2.760448400261815e-11,6016.042889702861,-0.0462005374980166,0.1613725545237172,6060.212490158059,24.458172204472,6.697137087255214,9.110102788492993e-12,6.094658765501813e-09,True,True
hypertension_binary,Hypertension,diastolic_bp,Diastolic BP (mmHg),LBXPLTSI,Platelet Count (10^3/uL),Ratio,5274,1859.0,0.3895236931470159,1.7219381930983313e-18,6766.9987040943015,0.2587395274202768,1.8093309022985625e-17,6773.680347124237,-0.1154697398079101,8.535243971514469e-05,6833.674355820756,10.50752523842324,6.681643029935913,2.2569092822162596e-17,9.29846624273099e-15,True,True
depression_binary,Depression,LBXSUA,Uric Acid (mg/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,790,410.0,-0.2832403463322362,0.0001153929611859,1082.6981290371791,-0.1904806856795916,0.0083153689516512,1090.9744244104766,0.2210666891541065,0.0046812905964692,1089.3120537674615,40.56825085654536,6.613924730282406,0.00044130452578177055,0.6231219904038601,True,False
thyroid_binary,Thyroid Problem,LBXSAL,Albumin (g/dL),LBXTR,Triglycerides (mg/dL),Ratio,2378,307.0,-0.24395123064429,0.0006642765475322,1820.653075574562,-0.1503841748156549,0.0119284582628738,1827.266869146959,0.0590656001654173,0.2446390504248469,1832.2810370727857,17.957066687343204,6.613793572396844,0.0023292814004375845,1.0,True,False
liver_condition_binary,Liver Condition,LBXSAL,Albumin (g/dL),LBXSAPSI,Alkaline Phosphatase (U/L),Ratio,4900,270.0,-0.4527230643049345,3.911990487481828e-09,2055.1919036399368,-0.1417654776716184,0.0198237957476783,2088.7445133130523,0.2915751510481414,1.1920846189544353e-08,2061.789370587992,3.0472584807377365,6.597466948055171,2.3316499594262552e-08,2.1124748632401872e-05,True,True
hypertension_binary,Hypertension,LBDHDD,HDL Cholesterol (mg/dL),LBXSAPSI,Alkaline Phosphatase (U/L),Difference,5405,1899.0,-0.1752852384690968,1.3867817197457427e-09,6974.172242223815,-0.0866138998587274,0.002946624239732,7002.845956780322,0.1587284463427107,4.023481497882516e-08,6980.761440523728,29.01308432750465,6.589198299912823,8.529181419848531e-09,7.48862128662701e-06,True,True
hypertension_binary,Hypertension,LBXSAPSI,Alkaline Phosphatase (U/L),LBDHDD,HDL Cholesterol (mg/dL),Difference,5405,1899.0,0.1752852384690968,1.3867817197457427e-09,6974.172242223815,0.1587284463427107,4.023481497882516e-08,6980.761440523728,-0.0866138998587274,0.002946624239732,7002.845956780322,29.01308432750465,6.589198299912823,8.529181419848531e-09,7.48862128662701e-06,True,True
heart_attack_binary,Heart Attack,LBXGLU,Fasting Glucose (mg/dL),diastolic_bp,Diastolic BP (mmHg),Difference,2309,118.0,0.4008853475364023,1.1173954279862962e-11,898.5044393640628,0.3596130563649422,4.725190680519011e-10,905.0932407074758,-0.2777605433694395,0.0009987540573917,925.729249809574,42.287542638638406,6.588801343413024,8.288372680118131e-11,6.033935311125999e-08,True,True
heart_attack_binary,Heart Attack,diastolic_bp,Diastolic BP (mmHg),LBXGLU,Fasting Glucose (mg/dL),Difference,2309,118.0,-0.4008853475364023,1.1173954279862962e-11,898.5044393640628,-0.2777605433694395,0.0009987540573917,925.729249809574,0.3596130563649422,4.725190680519011e-10,905.0932407074758,42.287542638638406,6.588801343413024,8.288372680118131e-11,6.033935311125999e-08,True,True
arthritis_binary,Arthritis,LBXSCA,Calcium (mg/dL),LBXHGB,Hemoglobin (g/dL),Ratio,4897,1523.0,0.1985314224279535,6.026073348057915e-11,6032.283477482473,0.114440449775452,0.0002230216683357,6061.646439527931,-0.1858900257624025,1.7023200586582186e-09,6038.865509697536,28.249242256681843,6.582032215063009,4.1665551958403e-10,3.254079607951274e-07,True,True
high_cholesterol_binary,High Cholesterol,LBXSAL,Albumin (g/dL),LBXSBU,BUN Kidney (mg/dL),Difference,5386,1763.0,-0.4766339562538489,8.326143411494039e-49,6566.709485611129,-0.1414465333959145,1.0811283791529854e-06,6790.998864979955,0.469173540771239,8.955402906860078e-48,6573.2685181995,10.755763460064069,6.559032588371338,3.7467645351723174e-47,4.4961174422067814e-45,True,True
high_cholesterol_binary,High Cholesterol,LBXSBU,BUN Kidney (mg/dL),LBXSAL,Albumin (g/dL),Difference,5386,1763.0,0.4766339562538489,8.326143411494039e-49,6566.709485611129,0.469173540771239,8.955402906860078e-48,6573.2685181995,-0.1414465333959145,1.0811283791529854e-06,6790.998864979955,10.755763460064069,6.559032588371338,3.7467645351723174e-47,4.4961174422067814e-45,True,True
hypertension_binary,Hypertension,LBXHGB,Hemoglobin (g/dL),systolic_bp,Systolic BP (mmHg),Difference,5274,1859.0,-0.9728162555695684,2.3211294422048653e-154,5938.751013081973,-0.102837043542372,0.0003509171033737,6836.560636462589,0.9684089346189833,1.0402506508601045e-153,5945.286458626213,4.481657213705236,6.535445544240247,2.5068197975812544e-151,1.2534098987906273e-150,True,True
hypertension_binary,Hypertension,systolic_bp,Systolic BP (mmHg),LBXHGB,Hemoglobin (g/dL),Difference,5274,1859.0,0.9728162555695684,2.3211294422048653e-154,5938.751013081973,0.9684089346189833,1.0402506508601045e-153,5945.286458626213,-0.102837043542372,0.0003509171033737,6836.560636462589,4.481657213705236,6.535445544240247,2.5068197975812544e-151,1.2534098987906273e-150,True,True
