outcome_var,outcome_name,marker1_var,marker1_name,marker2_var,marker2_name,combination_type,n_samples,n_cases,beta_comp,p_comp,aic_comp,beta_A,p_A,aic_A,beta_B,p_B,aic_B,p_gain,aic_gain,p_comp_fdr,p_comp_bonferroni,survives_fdr,survives_bonferroni
diabetes_binary,Diabetes,LBXSCR,Creatinine Kidney (mg/dL),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2795,402.0,0.564053442036445,8.908361645645759e-19,2211.402740476677,0.4519335765476845,1.131886252160145e-09,2254.3857411015047,-0.3713308377842708,8.569550449473074e-10,2265.526356495651,961967058.6298786,42.98300062482758,1.1907216061011657e-17,4.81051528864871e-15,True,True
hypertension_binary,Hypertension,LBXSKSI,Potassium (mmol/L),LBXTR,Triglycerides (mg/dL),Ratio,2595,929.0,-0.4216322832002874,2.6537090348247958e-17,3306.6581449037085,-0.0617199883193326,0.1333956682597641,3386.951492817696,0.2714086506969074,3.153810219065034e-09,3349.3577235887456,118845366.15270846,42.69957868503707,3.2130109390255373e-16,1.4330028788053897e-13,True,True
high_cholesterol_binary,High Cholesterol,LBDHDD,HDL Cholesterol (mg/dL),LBXTC,Total Cholesterol (mg/dL),Difference,5414,1768.0,-0.4145329182395449,1.3986324889496057e-43,6642.835397553615,-0.124699282432795,3.394502574555855e-05,6826.562906737625,0.3669059653017156,3.9694634629094286e-35,6685.42414560207,283810328.60823625,42.58874804845527,5.173024274197172e-42,7.55261544032787e-40,True,True
high_cholesterol_binary,High Cholesterol,LBXTC,Total Cholesterol (mg/dL),LBDHDD,HDL Cholesterol (mg/dL),Difference,5414,1768.0,0.4145329182395449,1.3986324889496057e-43,6642.835397553615,0.3669059653017156,3.9694634629094286e-35,6685.42414560207,-0.124699282432795,3.394502574555855e-05,6826.562906737625,283810328.60823625,42.58874804845527,5.173024274197172e-42,7.55261544032787e-40,True,True
diabetes_binary,Diabetes,LBXSCA,Calcium (mg/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5805,781.0,-0.5995304969993324,6.639823806259175e-41,4387.632787134008,-0.0465681386562978,0.225746427556397,4587.616056584067,0.444907073680242,4.3938059643795605e-37,4430.138875666919,6617.353250002873,42.506088532910326,2.2409405346124714e-39,3.5855048553799544e-37,True,True
hypertension_binary,Hypertension,LBXSBU,BUN Kidney (mg/dL),LBXSKSI,Potassium (mmol/L),Ratio,5405,1899.0,0.6797408366882333,4.868378473084983e-86,6540.529565886332,0.6572768555925443,1.085061342620242e-77,6582.816588084585,-0.0005881461359705,0.983533156992054,7011.831089271065,222879414.28938717,42.28702219825391,8.76308125155297e-84,2.628924375465891e-82,True,True
high_cholesterol_binary,High Cholesterol,LBXSNASI,Sodium (mmol/L),LBXGLU,Fasting Glucose (mg/dL),Ratio,2582,864.0,-0.5276109490937577,4.124216324162067e-32,3142.585743071395,0.0502507957637117,0.2291331617973346,3294.112502754283,0.4614731847671319,5.5657166309451974e-21,3184.6502478251573,134952102253.65678,42.06450475376232,9.599469030377225e-31,2.227076815047516e-28,True,True
high_cholesterol_binary,High Cholesterol,LBXSNASI,Sodium (mmol/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5374,1758.0,-0.212300197503722,2.5742799679123027e-10,6753.702491509443,0.0456005307218465,0.1177941312882899,6795.659774095051,0.0362442467233399,0.1967957015001029,6796.474218311099,457580887.69116646,41.95728258560848,1.703567625824318e-09,1.3901111826726434e-06,True,True
high_cholesterol_binary,High Cholesterol,LBXSASSI,AST Liver Enzyme (U/L),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,5371,1758.0,-0.2131895137555977,2.4844517098664528e-11,6748.09655854756,0.0205488551396884,0.4708889634535323,6795.2195511793325,0.0681453802309319,0.0162523088128213,6789.975132532182,654160785.1856747,41.87857398462256,1.765268320168269e-10,1.3416039233278844e-07,True,True
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Difference,5407,1900.0,-0.6117219401826879,3.541490929871056e-67,6631.264228974671,-0.272414951631155,5.870162544670608e-21,6924.467272306404,0.579124595785795,4.262389228761837e-59,6673.043603358308,120355785.54812305,41.77937438363733,3.0845243582747906e-65,1.9124051021303703e-63,True,True
hypertension_binary,Hypertension,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXSAL,Albumin (g/dL),Difference,5407,1900.0,0.6117219401826879,3.541490929871056e-67,6631.264228974671,0.579124595785795,4.262389228761837e-59,6673.043603358308,-0.272414951631155,5.870162544670608e-21,6924.467272306404,120355785.54812305,41.77937438363733,3.0845243582747906e-65,1.9124051021303703e-63,True,True
hypertension_binary,Hypertension,LBXTC,Total Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2606,931.0,-0.3751407817327198,1.743053872636655e-15,3330.6148668938517,0.0255563743105733,0.5309271594827208,3400.898923520591,0.2550807657149843,1.1082697144955417e-06,3372.3845856986127,635820689.1328617,41.7697188047614,1.8276681382986287e-14,9.412490912237937e-12,True,True
high_cholesterol_binary,High Cholesterol,LBXSNASI,Sodium (mmol/L),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,5387,1762.0,-0.2109383159102772,2.075014926897724e-11,6766.707016371933,0.0435880288408112,0.1344296653347463,6811.9368760667785,0.0680649857665436,0.0162308201861213,6808.422208845028,782202574.82135,41.71519247309516,1.5060592211354447e-10,1.1205080605247709e-07,True,True
arthritis_binary,Arthritis,LBXHGB,Hemoglobin (g/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2427,767.0,-0.4194779147034102,4.4255094555584404e-21,2939.9424622334423,-0.1604406205498897,0.0002283488486601,3018.5070160796977,0.3023466695671435,7.315953764071579e-12,2981.476400039824,1653132557.40144,41.53393780638135,6.789133823868062e-20,2.389775106001558e-17,True,True
heart_attack_binary,Heart Attack,BMXWAIST,Waist Circumference (cm),LBXTC,Total Cholesterol (mg/dL),Ratio,4668,217.0,0.5479184373939364,6.231256501438696e-23,1671.779287242694,0.3545184700305501,5.1074804964728827e-08,1730.951113170297,-0.5176298279336717,7.468273173268252e-11,1713.2882866890627,1198518015033.3965,41.50899944636876,1.0682154002466336e-21,3.364878510776896e-19,True,True
heart_attack_binary,Heart Attack,LBDLDL,LDL Cholesterol (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,2352,125.0,-0.9395814229290568,1.666443436628358e-13,914.0067842503496,-0.5133849588708161,1.4626566093282655e-06,955.432798050209,0.164686772584142,0.0015459565591075,971.7424491293376,8777115.245433081,41.42601379985956,1.5149485787530528e-12,8.998794557793134e-10,True,True
high_cholesterol_binary,High Cholesterol,LBDHDD,HDL Cholesterol (mg/dL),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,5383,1761.0,-0.2379111887604339,1.0305211725093784e-13,6750.374223570614,-0.1257855834794326,3.047069485553214e-05,6791.694078219882,0.0687586982998164,0.0152228795227034,6803.695791538064,295682375.75686336,41.31985464926765,9.611078292833582e-13,5.564814331550643e-10,True,True
high_cholesterol_binary,High Cholesterol,LBXHGB,Hemoglobin (g/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5379,1758.0,-0.2090100430574553,5.004386739542323e-10,6759.083355080964,-0.0100960203023468,0.7281927188092825,6801.950195915504,0.0367274013651666,0.1906392005251936,6800.388255158594,380944180.47040975,41.30490007763001,3.248039470376027e-09,2.7023688393528548e-06,True,True
arthritis_binary,Arthritis,LBXHGB,Hemoglobin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4899,1523.0,-0.2798539096823221,5.9543897285109325e-18,5999.155362640592,-0.1856302334239658,1.785700764157722e-09,6040.449991947088,0.1784387923358955,3.0217596770599583e-06,6048.197187874948,299896520.9830645,41.29462930649606,7.530141577039587e-17,3.2153704533959035e-14,True,True
diabetes_binary,Diabetes,LBXSCA,Calcium (mg/dL),LBXWBCSI,WBC Count (10^3/uL),Ratio,5894,799.0,-0.2698066702804498,2.447928744004845e-10,4638.5197865530445,-0.0585874532898592,0.1236829295846793,4679.390287782077,0.044049597717049,0.1661976355668083,4679.439347493629,505255432.3224801,40.870501229032925,1.6219405175001424e-09,1.3218815217626161e-06,True,True
stroke_binary,Stroke,LBXSCA,Calcium (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4906,239.0,-0.6376644669839566,1.3715945470099566e-17,1836.6231541642924,-0.014257714216364,0.8298872765051626,1914.51374541527,0.2393654654513233,1.191206440967148e-08,1877.148929710228,868482922.7149886,40.52577554593563,1.6987638884985702e-16,7.406610553853765e-14,True,True
liver_condition_binary,Liver Condition,LBXSAL,Albumin (g/dL),LBXSASSI,AST Liver Enzyme (U/L),Ratio,4887,269.0,-0.5866201274114095,1.2800473862535233e-19,2002.75357456192,-0.1420917922497715,0.0197733751162474,2081.582178175567,0.2742846655424148,1.19555810204024e-12,2042.9555687441243,9339951.902401296,40.201994182204544,1.8142403899656236e-18,6.912255885769026e-16,True,True
high_cholesterol_binary,High Cholesterol,LBXSCA,Calcium (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2577,863.0,-0.6549921758742183,4.27258343882544e-31,3123.072833968062,0.0955572182588691,0.0224378645639123,3284.884291780604,0.6413409776639081,1.0431213691558509e-23,3163.104762532631,24414300.717380755,40.03192856456917,9.735000240361762e-30,2.3071950569657378e-27,True,True
stroke_binary,Stroke,LBXSNASI,Sodium (mmol/L),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4908,239.0,-0.6395052116316221,2.0839971037904973e-17,1837.316325632736,0.1186110995637248,0.0773471179155487,1911.615605828496,0.2394212735599454,1.1828041164834334e-08,1877.3256807495325,567565144.0839717,40.00935511679677,2.5518331883148946e-16,1.1253584360468685e-13,True,True
arthritis_binary,Arthritis,BMXWAIST,Waist Circumference (cm),BMXBMI,Body Mass Index (kg/m2),Difference,4917,1485.0,0.493681055616874,8.538677457375333e-52,5784.705148714499,0.446212414877685,3.3504823439589546e-44,5824.599823349825,0.3042256008784509,3.845656194723589e-23,5928.718610370945,39238891.04237045,39.89467463532583,4.1539511954798916e-50,4.6108858269826795e-48,True,True
arthritis_binary,Arthritis,BMXBMI,Body Mass Index (kg/m2),BMXWAIST,Waist Circumference (cm),Difference,4917,1485.0,-0.493681055616874,8.538677457375333e-52,5784.705148714499,0.3042256008784509,3.845656194723589e-23,5928.718610370945,0.446212414877685,3.3504823439589546e-44,5824.599823349825,39238891.04237045,39.89467463532583,4.1539511954798916e-50,4.6108858269826795e-48,True,True
high_cholesterol_binary,High Cholesterol,LBXSAL,Albumin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,5388,1763.0,-0.2940122059546635,1.878645679079076e-21,6721.309728761204,-0.141501898292306,1.0681349297319334e-06,6792.561233001257,0.2689733753644208,3.0544541764700444e-10,6761.024840485805,162588092607.61496,39.71511172460123,2.949036821810177e-20,1.014468666702701e-17,True,True
heart_attack_binary,Heart Attack,LBXTC,Total Cholesterol (mg/dL),systolic_bp,Systolic BP (mmHg),Ratio,4692,228.0,-0.7219011450906422,3.3388411515067824e-19,1738.1953713708565,-0.5287584882622157,1.249846378316108e-11,1777.575672970216,0.3464402197294328,3.759572350989633e-09,1795.9616656873031,37433538.21286365,39.38030159935988,4.634895171757487e-18,1.8029742218136624e-15,True,True
hypertension_binary,Hypertension,LBXSCA,Calcium (mg/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2596,930.0,-0.537410936796813,1.4062201601258358e-33,3229.420315176269,0.1816604289554251,1.1535947099396392e-05,3371.7940319909485,0.4965726726400981,2.2493525257653856e-22,3267.7241769796506,159957351597.356,38.30386180338155,3.4832976443484007e-32,7.593588864679513e-30,True,True
diabetes_binary,Diabetes,LBXTC,Total Cholesterol (mg/dL),LBXWBCSI,WBC Count (10^3/uL),Ratio,6730,806.0,-0.3078182265765782,2.789250969122497e-12,4882.276712835106,-0.1549229424919025,8.328468557436889e-05,4920.439588545413,0.0446453257147931,0.145167675116637,4933.798964776742,29859158.0665724,38.16287571030716,2.176583126193856e-11,1.5061955233261483e-08,True,True
high_cholesterol_binary,High Cholesterol,diastolic_bp,Diastolic BP (mmHg),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,5125,1697.0,-0.2051547902065761,1.4953647595846766e-10,6469.175479867676,0.0297898610955293,0.317172100943708,6511.443053847992,0.0672230300353736,0.0203445395802181,6507.076889879155,136050682.2821521,37.90141001147913,1.006854077525842e-09,8.074969701757254e-07,True,True
diabetes_binary,Diabetes,LBXSKSI,Potassium (mmol/L),LBXTC,Total Cholesterol (mg/dL),Ratio,5889,798.0,0.3420217519490772,5.34698082897556e-22,4586.477067645894,0.2707092596394052,3.7064647829041944e-13,4624.245286999643,-0.2433448177299337,2.327021358249863e-09,4639.2082127811545,693188343.376635,37.76821935374937,8.670779722663069e-21,2.8873696476468024e-18,True,True
heart_attack_binary,Heart Attack,LBXSKSI,Potassium (mmol/L),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4903,243.0,-0.5876947214599482,3.908345798127044e-15,1871.6432564924528,0.3363053206123931,4.438440026070435e-08,1909.3268703260212,0.1710273936030438,3.192181572886775e-06,1918.734261205368,11356313.528340872,37.68361383356887,4.0123702110049504e-14,2.110506730988604e-11,True,True
heart_attack_binary,Heart Attack,LBXTC,Total Cholesterol (mg/dL),LBXSBU,BUN Kidney (mg/dL),Ratio,4900,243.0,-0.8945805287294067,8.572013800297639e-20,1834.6967466121207,-0.5010952582996173,2.425747411225612e-11,1889.1061207420491,0.3985525882300365,2.342975413582649e-18,1872.0530678553653,27.332846961834058,37.35632124324434,1.2409885930725803e-18,4.628887452160725e-16,True,True
stroke_binary,Stroke,LBXTC,Total Cholesterol (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4904,238.0,-0.6700531131002265,5.830046259211698e-16,1833.45224190914,-0.2514155896302958,0.0004161721976235,1895.380624858068,0.2407798664590779,1.0880527254158244e-08,1870.6608335288363,18662848.92159576,37.20859161969656,6.269474245464324e-15,3.148224979974317e-12,True,True
stroke_binary,Stroke,LBXSKSI,Potassium (mmol/L),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4905,239.0,-0.6311956187783812,8.536912785008776e-17,1839.8285030438412,0.1061485957999952,0.1022661427696481,1911.827950577884,0.239503692945283,1.1816686840627585e-08,1877.013652009745,138418736.82226488,37.18514896590386,9.829281244999443e-16,4.609932903904739e-13,True,True
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),systolic_bp,Systolic BP (mmHg),Ratio,5603,763.0,-0.574525092074456,2.999218608811512e-45,4253.645358198382,-0.1189221306491717,0.0021409449447052,4454.171807342432,0.4720733728607987,2.145279124712858e-40,4290.663080987349,71527.93458970165,37.01772278896624,1.1996874435246048e-43,1.6195780487582166e-41,True,True
heart_attack_binary,Heart Attack,BMXWAIST,Waist Circumference (cm),BMXBMI,Body Mass Index (kg/m2),Difference,4918,227.0,0.5367588109849145,2.0422647546793191e-16,1776.940883142084,0.3540072931708696,2.6644974621472953e-08,1813.9360258390532,0.03317104157302,0.6199083805552206,1843.485034413084,130467778.77561133,36.995142696969424,2.2785598502620502e-15,1.1028229675268324e-12,True,True
heart_attack_binary,Heart Attack,BMXBMI,Body Mass Index (kg/m2),BMXWAIST,Waist Circumference (cm),Difference,4918,227.0,-0.5367588109849145,2.0422647546793191e-16,1776.940883142084,0.03317104157302,0.6199083805552206,1843.485034413084,0.3540072931708696,2.6644974621472953e-08,1813.9360258390532,130467778.77561133,36.995142696969424,2.2785598502620502e-15,1.1028229675268324e-12,True,True
high_cholesterol_binary,High Cholesterol,diastolic_bp,Diastolic BP (mmHg),LBXTR,Triglycerides (mg/dL),Ratio,2459,825.0,-0.6248442726273747,1.076583098268987e-28,2991.168055146911,0.0198716290277414,0.6424597505950396,3141.5024102562825,0.6212644885484291,1.4524332374485628e-21,3028.001694260713,13491139.139968816,36.83363911380275,2.2798230316284433e-27,5.81354873065253e-25,True,True
thyroid_binary,Thyroid Problem,LBXHGB,Hemoglobin (g/dL),systolic_bp,Systolic BP (mmHg),Ratio,4779,583.0,-0.3967813120465466,3.6829442515988783e-19,3467.76751440904,-0.2858963265806223,1.902358120612681e-11,3504.594136039158,0.2668897581877055,5.849877191802827e-11,3507.8471938855423,51653188.06514134,36.8266216301181,5.099461271444601e-18,1.9887898958633942e-15,True,True
high_cholesterol_binary,High Cholesterol,LBXWBCSI,WBC Count (10^3/uL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5379,1758.0,-0.2083947197022954,1.0705297242599993e-08,6764.343379902501,-0.0165679340093139,0.6547160647869283,6801.828875230108,0.0367274013651666,0.1906392005251936,6800.388255158594,17807931.55061365,36.04487525609329,6.130286862146338e-08,5.780860511003996e-05,True,True
arthritis_binary,Arthritis,systolic_bp,Systolic BP (mmHg),LBXSAL,Albumin (g/dL),Ratio,4670,1457.0,0.466429138190685,1.9799597476931528e-46,5583.32535486089,0.4236520937344379,7.840693261293174e-40,5619.302850964861,-0.2497259534721585,4.337539409114852e-15,5738.728570229472,3960026.5967166,35.977496103971134,8.288203594994592e-45,1.0691782637543024e-42,True,True
high_cholesterol_binary,High Cholesterol,LBXHGB,Hemoglobin (g/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5427,1767.0,-0.2878883311591381,1.4728676073305126e-21,6758.777704844596,-0.0086988157937298,0.7638384681272166,6852.941742340468,0.2181912155953875,2.3754528111117772e-14,6794.630897618151,16128081.025674457,35.85319277355484,2.325580432627125e-20,7.953485079584768e-18,True,True
heart_attack_binary,Heart Attack,LBXTC,Total Cholesterol (mg/dL),systolic_bp,Systolic BP (mmHg),Difference,4692,228.0,-0.6589327129649218,1.1117557145401688e-19,1741.7944403006932,-0.5287584882622157,1.249846378316108e-11,1777.575672970216,0.3464402197294328,3.759572350989633e-09,1795.9616656873031,112420953.8093586,35.78123266952298,1.5924352409859182e-18,6.003480858516911e-16,True,True
heart_attack_binary,Heart Attack,systolic_bp,Systolic BP (mmHg),LBXTC,Total Cholesterol (mg/dL),Difference,4692,228.0,0.6589327129649218,1.1117557145401688e-19,1741.7944403006932,0.3464402197294328,3.759572350989633e-09,1795.9616656873031,-0.5287584882622157,1.249846378316108e-11,1777.575672970216,112420953.8093586,35.78123266952298,1.5924352409859182e-18,6.003480858516911e-16,True,True
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),LBXSKSI,Potassium (mmol/L),Difference,5895,799.0,-0.4748806468849187,3.855397461737176e-36,4521.769182795942,-0.415008987591478,8.345118017637741e-29,4557.49977406747,0.2702544683966133,3.919715296966924e-13,4629.810096320443,21645285.86341284,35.73059127152828,1.0357784225562563e-34,2.0819146293380752e-32,True,True
diabetes_binary,Diabetes,LBXSKSI,Potassium (mmol/L),LBXSAL,Albumin (g/dL),Difference,5895,799.0,0.4748806468849187,3.855397461737176e-36,4521.769182795942,0.2702544683966133,3.919715296966924e-13,4629.810096320443,-0.415008987591478,8.345118017637741e-29,4557.49977406747,21645285.86341284,35.73059127152828,1.0357784225562563e-34,2.0819146293380752e-32,True,True
high_cholesterol_binary,High Cholesterol,LBXSCA,Calcium (mg/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2579,864.0,-0.5135243826318975,5.151375052263352e-31,3146.995726448068,0.0968841236344238,0.0205869803610986,3287.7367578220365,0.4607331930860803,6.420588675009368e-21,3182.6191299056595,12463834626.42341,35.623403457591394,1.1687993816059707e-29,2.78174252822221e-27,True,True
hypertension_binary,Hypertension,LBXSAPSI,Alkaline Phosphatase (U/L),LBXPLTSI,Platelet Count (10^3/uL),Ratio,5406,1899.0,0.2836709154646809,2.5195393366167143e-14,6946.280252768638,0.1591838555346207,3.6924999325515276e-08,6981.450508192728,-0.1283757532010225,1.0985772803943564e-05,6992.998670756222,1465545.657052486,35.1702554240901,2.447034607505442e-13,1.3605512417730257e-10,True,True
high_cholesterol_binary,High Cholesterol,LBXSKSI,Potassium (mmol/L),LBXTR,Triglycerides (mg/dL),Ratio,2578,861.0,-0.6425165403955457,1.7377584173224606e-29,3129.917008553937,0.11414331643209,0.0062688306214529,3280.6888812535017,0.529451856614282,8.016986417866371e-24,3164.848256742245,461340.6753177436,34.93124818830802,3.814591647781011e-28,9.383895453541287e-26,True,True
hypertension_binary,Hypertension,LBXPLTSI,Platelet Count (10^3/uL),LBXSAPSI,Alkaline Phosphatase (U/L),Ratio,5406,1899.0,-0.2442203793570042,3.1032058387015816e-15,6946.574689304542,-0.1283757532010225,1.0985772803943564e-05,6992.998670756222,0.1591838555346207,3.6924999325515276e-08,6981.450508192728,11898984.870744228,34.875818888186586,3.197960215455829e-14,1.6757311528988542e-11,True,True
diabetes_binary,Diabetes,LBXSKSI,Potassium (mmol/L),LBDHDD,HDL Cholesterol (mg/dL),Ratio,5889,798.0,0.4444695428123051,3.659928249285277e-33,4528.091498235386,0.2707092596394052,3.7064647829041944e-13,4624.245286999643,-0.4652506476913781,1.4048065568127668e-23,4562.650121811563,3838344527.893688,34.558623576176615,8.902528173937159e-32,1.9763612546140493e-29,True,True
diabetes_binary,Diabetes,LBXSUA,Uric Acid (mg/dL),LBXHGB,Hemoglobin (g/dL),Difference,5894,799.0,0.324552152837207,9.867091448955348e-20,4601.464545985638,0.2511210938330238,7.08543943676349e-12,4635.651701035018,-0.1671725556827399,7.049718840440795e-06,4661.842915607433,71808794.65258875,34.187155049379726,1.42086116864957e-18,5.328229382435888e-16,True,True
diabetes_binary,Diabetes,LBXHGB,Hemoglobin (g/dL),LBXSUA,Uric Acid (mg/dL),Difference,5894,799.0,-0.324552152837207,9.867091448955348e-20,4601.464545985638,-0.1671725556827399,7.049718840440795e-06,4661.842915607433,0.2511210938330238,7.08543943676349e-12,4635.651701035018,71808794.65258875,34.187155049379726,1.42086116864957e-18,5.328229382435888e-16,True,True
heart_attack_binary,Heart Attack,systolic_bp,Systolic BP (mmHg),diastolic_bp,Diastolic BP (mmHg),Difference,4987,239.0,0.449605773633048,2.1267514521828922e-18,1854.5954231689848,0.3478288604502486,1.1377179952346922e-09,1888.7044037569249,-0.2571219182169703,2.0935286962254644e-05,1905.6818004132103,534955786.2377108,34.10898058793987,2.7606869811989465e-17,1.1484457841787618e-14,True,True
heart_attack_binary,Heart Attack,diastolic_bp,Diastolic BP (mmHg),systolic_bp,Systolic BP (mmHg),Difference,4987,239.0,-0.449605773633048,2.1267514521828922e-18,1854.5954231689848,-0.2571219182169703,2.0935286962254644e-05,1905.6818004132103,0.3478288604502486,1.1377179952346922e-09,1888.7044037569249,534955786.2377108,34.10898058793987,2.7606869811989465e-17,1.1484457841787618e-14,True,True
diabetes_binary,Diabetes,LBDLDL,LDL Cholesterol (mg/dL),LBXWBCSI,WBC Count (10^3/uL),Ratio,2806,403.0,-0.5599096176328927,1.7846144203910088e-15,2237.6362385090324,-0.3754052628781449,5.421583435159036e-10,2271.5250396991323,0.2924807275912842,7.932222499552101e-09,2279.292490663377,303795.787662142,33.88880119009991,1.8676197422696603e-14,9.636917870111447e-12,True,True
arthritis_binary,Arthritis,LBXSAL,Albumin (g/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Difference,4899,1525.0,-0.3507559677458621,5.157714004101012e-29,5945.728493857337,-0.2613129544824017,4.758776762572175e-17,6008.394323505047,0.3004791748846099,1.4024248994130055e-22,5979.24143279723,2719082.326584813,33.5129389398935,1.1008559534444847e-27,2.7851655622145465e-25,True,True
arthritis_binary,Arthritis,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXSAL,Albumin (g/dL),Difference,4899,1525.0,0.3507559677458621,5.157714004101012e-29,5945.728493857337,0.3004791748846099,1.4024248994130055e-22,5979.24143279723,-0.2613129544824017,4.758776762572175e-17,6008.394323505047,2719082.326584813,33.5129389398935,1.1008559534444847e-27,2.7851655622145465e-25,True,True
diabetes_binary,Diabetes,LBXSASSI,AST Liver Enzyme (U/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5862,797.0,-0.5999439968046952,1.9671606525659624e-17,4565.459202322198,-0.0078316324053687,0.84027419698893,4664.977625412281,0.2502819225005616,1.4309896804734061e-15,4598.827294364094,72.74391537909345,33.36809204189649,2.425266557958036e-16,1.0622667523856197e-13,True,True
hypertension_binary,Hypertension,LBDLDL,LDL Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2582,919.0,-0.3956913534841054,5.986789605300372e-17,3287.727205697616,-0.0624406290777053,0.1323471375824914,3363.679372675211,0.2723111644081355,2.5874313743811207e-11,3320.867175586326,432190.129429361,33.139969888710766,7.074105879348361e-16,3.2328663868622007e-13,True,True
diabetes_binary,Diabetes,LBDLDL,LDL Cholesterol (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,2789,401.0,-0.6883684413638678,4.2304182604394634e-13,2227.3911911654577,-0.3697943063887298,1.0155288308972472e-09,2260.479252005984,0.1950377230294209,5.60371309690858e-06,2280.886580961133,2400.540013723732,33.08806084052594,3.690510275666091e-12,2.2844258606373103e-09,True,True
arthritis_binary,Arthritis,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXSAL,Albumin (g/dL),Ratio,4899,1525.0,0.3515803538635232,1.1643830514714866e-28,5946.383908116388,0.3004791748846099,1.4024248994130055e-22,5979.24143279723,-0.2613129544824017,4.758776762572175e-17,6008.394323505047,1204436.029570075,32.85752468084229,2.4561204991976673e-27,6.287668477946027e-25,True,True
diabetes_binary,Diabetes,diastolic_bp,Diastolic BP (mmHg),LBXTC,Total Cholesterol (mg/dL),Ratio,6160,768.0,0.273103500550964,8.615101707284159e-13,4587.125360262169,0.0992167149077669,0.013653083081255,4631.764372996109,-0.1701825008806836,2.775787643597018e-05,4619.825695174026,32220021.746813044,32.70033491185677,7.190347638227891e-12,4.652154921933446e-09,True,True
diabetes_binary,Diabetes,LBXSKSI,Potassium (mmol/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5879,796.0,-0.5119979160660666,4.1835221860616246e-18,4566.935361504382,0.267808843390016,7.048661982628008e-13,4615.175870621878,0.2510446323880337,1.137353748524722e-15,4599.586058008679,271.8651169854149,32.65069650429723,5.32807070866339e-17,2.2591019804732772e-14,True,True
thyroid_binary,Thyroid Problem,diastolic_bp,Diastolic BP (mmHg),systolic_bp,Systolic BP (mmHg),Difference,4985,591.0,-0.340716028926025,4.871746324521737e-19,3558.5906882965064,-0.1411730769831772,0.0009013425401196,3622.6468930649007,0.2679942617071941,2.760075283089296e-11,3591.178055820149,56654741.42601738,32.58736752364257,6.643290442529642e-18,2.6307430152417382e-15,True,True
thyroid_binary,Thyroid Problem,systolic_bp,Systolic BP (mmHg),diastolic_bp,Diastolic BP (mmHg),Difference,4985,591.0,0.340716028926025,4.871746324521737e-19,3558.5906882965064,0.2679942617071941,2.760075283089296e-11,3591.178055820149,-0.1411730769831772,0.0009013425401196,3622.6468930649007,56654741.42601738,32.58736752364257,6.643290442529642e-18,2.6307430152417382e-15,True,True
diabetes_binary,Diabetes,LBXSKSI,Potassium (mmol/L),LBXSAL,Albumin (g/dL),Ratio,5895,799.0,0.4494037617842513,3.0717190748856e-36,4525.12599594366,0.2702544683966133,3.919715296966924e-13,4629.810096320443,-0.415008987591478,8.345118017637741e-29,4557.49977406747,27167582.10692994,32.37377812380964,8.37741565877891e-35,1.658728300438224e-32,True,True
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),LBXWBCSI,WBC Count (10^3/uL),Ratio,5897,799.0,-0.2661774085392694,4.490838892310864e-10,4640.647977032784,-0.1192374036251263,0.0016050273676742,4672.718137052501,0.0441610695975633,0.1658120041822189,4680.302505898993,3574003.446042848,32.07016001971715,2.9217506046359837e-09,2.4250530018478664e-06,True,True
