outcome_name,marker1_name,marker2_name,anomaly_type,gate,n_samples,n11,n10,n01,n00,p00,p10,p01,p11,age00,age10,age01,age11,or10,or01,or11,beta1,p1,beta2,p2,beta3_adjusted,p3_adjusted,beta_age,p_age,beta_sex,p_sex,p3_fdr,p3_bonferroni,survives_fdr,survives_bonferroni
Stroke,Systolic BP (mmHg),Hemoglobin (g/dL),Low-High,AND,4783,19,424,410,3930,0.0517,0.0236,0.0293,0.1053,53.3,39.2,48.8,42.1,0.464,0.575,2.617,-0.0169,0.9603495774052022,-0.3467,0.2676051197629843,1.9716,0.02552237753820877,0.0558,6.623987888704345e-28,0.0326,0.8192855015589522,1.0,1.0,False,False
Thyroid Problem,Body Mass Index (kg/m2),Creatinine Kidney (mg/dL),High-Low,AND,4826,57,424,424,3921,0.1201,0.1061,0.1321,0.2281,52.2,48.8,46.4,46.4,0.877,1.122,2.22,-0.1739,0.31157136692194254,-0.0999,0.532199763722608,0.8819,0.025972286094602906,0.0391,1.0579451945924665e-40,1.2169,2.392267080224294e-31,1.0,1.0,False,False
Hypertension,hs-CRP Inflammation (mg/L),WBC Count (10^3/uL),High-High,OR,5401,133,407,403,4458,0.3338,0.4889,0.3722,0.4211,48.3,51.3,45.5,48.3,1.909,1.185,1.455,0.6632,1.6733727969438312e-08,0.4302,0.0004713238772397515,-0.5756,0.026102009000227792,0.0606,8.484146374899201e-209,-0.0776,0.23399412203573244,1.0,1.0,False,False
Hypertension,Diastolic BP (mmHg),Hemoglobin (g/dL),High-High,OR,5274,74,422,413,4365,0.3292,0.5924,0.3293,0.4865,48.4,52.2,43.8,49.9,2.958,1.002,1.931,1.1531,1.5225052177482663e-24,0.3396,0.009222146895332147,-0.6629,0.026206981403366778,0.061,1.7180638838920823e-200,0.0539,0.43515959273662974,1.0,1.0,False,False
Diabetes,"Glycohemoglobin (HbA1c, %)",hs-CRP Inflammation (mg/L),High-High,OR,5888,110,457,479,4842,0.0595,0.8228,0.1002,0.7727,43.5,61.8,46.5,59.5,72.929,1.774,52.932,3.9726,7.236986139442123e-169,0.5672,0.0009201182226841324,-0.713,0.026244661350310606,0.0523,6.166237856299535e-60,-0.3489,0.0008370663992070506,1.0,1.0,False,False
Liver Condition,Calcium (mg/dL),Hemoglobin (g/dL),Low-High,AND,4896,19,298,417,4162,0.0526,0.0671,0.06,0.2632,51.9,50.7,48.0,53.1,1.322,1.167,6.815,0.2903,0.23236009420513726,0.1506,0.508135100190299,1.3672,0.026310658389841573,0.0223,3.4955246195691566e-09,-0.1649,0.21133622307985878,1.0,1.0,False,False
Diabetes,LDL Cholesterol (mg/dL),AST Liver Enzyme (U/L),Low-High,OR,2788,35,244,212,2297,0.1249,0.2705,0.1934,0.2286,45.5,45.3,48.2,53.1,2.605,1.692,2.161,0.9739,6.671212438819354e-08,0.5026,0.011196576216399988,-1.128,0.026710721178076113,0.0573,1.7153354847301556e-57,-0.2156,0.06702145873269195,1.0,1.0,False,False
Stroke,Potassium (mmol/L),Hemoglobin (g/dL),Low-High,AND,4903,18,289,419,4177,0.0493,0.0657,0.0263,0.1667,51.8,51.9,48.2,48.3,1.386,0.541,4.343,0.3806,0.13528942633554097,-0.4241,0.19142830239085984,1.7305,0.026889387338756374,0.0572,1.3194167683857822e-31,0.0604,0.6656215507309058,1.0,1.0,False,False
Hypertension,Triglycerides (mg/dL),Alkaline Phosphatase (U/L),High-Low,AND,2595,14,244,229,2108,0.3605,0.4303,0.2402,0.6429,48.6,50.4,45.9,52.8,1.341,0.564,3.063,0.321,0.032933206630703565,-0.5256,0.0032692862383254064,1.4276,0.026921424558106033,0.0565,6.103056500017471e-94,0.0524,0.5709368626220495,1.0,1.0,False,False
Diabetes,Sodium (mmol/L),Albumin (g/dL),Low-Low,OR,5900,45,389,317,5149,0.1196,0.2365,0.265,0.1778,44.8,48.5,52.7,46.7,2.286,2.661,1.667,0.7665,3.514492809749515e-08,0.813,3.855260947518601e-08,-1.0306,0.027278552399358818,0.0551,4.467635637905067e-109,-0.3716,6.8940035707827444e-06,1.0,1.0,False,False
High Cholesterol,Insulin (uIU/mL),LDL Cholesterol (mg/dL),High-Low,AND,2555,34,222,211,2088,0.3266,0.3423,0.3223,0.5882,48.4,45.3,51.4,54.4,1.076,0.984,2.914,0.2671,0.10497332316847073,-0.3004,0.08671549252909738,0.9883,0.02841248364845877,0.0551,6.886864677273835e-86,0.0214,0.8190648740064977,1.0,1.0,False,False
Diabetes,"Glycohemoglobin (HbA1c, %)",Uric Acid (mg/dL),TwoSided-TwoSided,OR,5892,200,794,850,4048,0.0645,0.4748,0.0824,0.46,44.8,48.8,44.4,50.6,13.096,1.308,12.348,2.9469,3.7307661364597597e-146,0.3349,0.023988934748470234,-0.527,0.02868437887974116,0.0655,1.2801112879757482e-108,-0.2607,0.005587262070238375,1.0,1.0,False,False
Diabetes,HDL Cholesterol (mg/dL),Creatinine Kidney (mg/dL),Low-Low,XOR,5893,34,554,516,4789,0.1228,0.2419,0.1434,0.0882,46.5,47.0,34.8,32.9,2.284,1.202,0.793,0.9305,2.7750538705530508e-14,1.0479,8.942385814162996e-12,-1.4613,0.028984615964944383,0.0596,1.2552683385112564e-117,-0.3425,8.717362473064063e-05,1.0,1.0,False,False
Stroke,Alkaline Phosphatase (U/L),Platelet Count (10^3/uL),Low-High,AND,4904,24,440,465,3975,0.0501,0.0386,0.043,0.125,52.6,46.3,47.0,41.8,0.782,0.871,3.082,0.003,0.9908816153349278,0.1794,0.46784977601770006,1.62,0.02919192760630132,0.0583,3.340043220767742e-32,0.0832,0.5427992392639103,1.0,1.0,False,False
Stroke,Insulin (uIU/mL),Triglycerides (mg/dL),High-High,AND,2381,51,187,187,1956,0.0475,0.0428,0.0374,0.098,51.5,51.1,52.3,45.1,0.944,0.828,2.357,-0.0374,0.9221842814754326,-0.1851,0.6494449577176722,1.5954,0.029665877861443774,0.0591,2.742150806016621e-16,0.2397,0.22880979382025646,1.0,1.0,False,False
Diabetes,Uric Acid (mg/dL),Sodium (mmol/L),Low-High,AND,5897,24,498,326,5049,0.1373,0.0884,0.1718,0.2917,45.9,38.2,50.0,47.1,0.615,1.312,2.692,0.0425,0.8099133162068923,0.0888,0.5853803465121771,1.1622,0.030206664175102458,0.056,3.8623174141721614e-112,-0.3518,2.378307253021255e-05,1.0,1.0,False,False
Diabetes,Insulin (uIU/mL),AST Liver Enzyme (U/L),High-High,OR,2810,53,228,202,2327,0.1225,0.3246,0.1832,0.283,45.7,43.2,49.3,47.7,3.45,1.621,2.88,1.6911,7.96821567651297e-21,0.4168,0.04495447774687433,-0.926,0.030514716504506562,0.0618,1.9705754987889295e-61,-0.2206,0.06130024919736661,1.0,1.0,False,False
Heart Attack,HDL Cholesterol (mg/dL),AST Liver Enzyme (U/L),Low-High,XOR,4888,74,373,378,4063,0.0448,0.0912,0.0688,0.0135,51.6,50.7,51.7,46.1,2.161,1.599,0.434,0.6875,0.0009733651254319646,0.4706,0.03716128677698963,-2.288,0.030901627596811556,0.0655,3.723139633557887e-36,-0.862,5.846941547606507e-09,1.0,1.0,False,False
Heart Attack,"Glycohemoglobin (HbA1c, %)",LDL Cholesterol (mg/dL),TwoSided-TwoSided,AND,2359,103,367,356,1533,0.0483,0.0354,0.0646,0.1456,50.9,48.5,54.9,59.3,0.746,1.38,3.431,-0.3033,0.3346871716766243,0.0988,0.6978505781793489,1.0427,0.031221109541762312,0.0613,1.1450654464939868e-17,-0.7782,9.47597985943552e-05,1.0,1.0,False,False
Hypertension,Total Cholesterol (mg/dL),Potassium (mmol/L),Low-Low,OR,5404,25,516,297,4566,0.3346,0.3895,0.5354,0.44,48.5,45.8,50.0,52.2,1.27,2.289,1.577,0.3749,0.0013235700484470214,0.983,3.477599601495683e-13,-1.0799,0.031403917629718864,0.0606,3.5858145163093203e-211,-0.0681,0.29945578760195,1.0,1.0,False,False
Liver Condition,Alkaline Phosphatase (U/L),hs-CRP Inflammation (mg/L),Low-High,AND,4887,24,438,462,3963,0.057,0.0251,0.0649,0.125,52.0,45.9,52.5,48.6,0.444,1.164,2.686,-0.7299,0.02018491163520371,0.1628,0.42117454212010663,1.5548,0.03143098876166278,0.0216,1.0084698738189012e-08,-0.2126,0.09306309235204643,1.0,1.0,False,False
High Cholesterol,Potassium (mmol/L),WBC Count (10^3/uL),High-High,AND,5383,44,483,493,4363,0.3193,0.3934,0.3043,0.5909,47.6,55.8,45.2,58.3,1.384,0.934,3.053,-0.1267,0.2562491836650157,0.0817,0.47343485562556265,0.7939,0.031511440964112736,0.0548,9.133763945409047e-178,-0.0663,0.3076498391572676,1.0,1.0,False,False
Hypertension,Insulin (uIU/mL),ALT Liver Enzyme (U/L),High-High,OR,2593,64,196,188,2145,0.3375,0.5255,0.4043,0.4062,49.0,48.5,46.1,42.5,2.172,1.334,1.35,1.0143,3.165559911017463e-09,0.5919,0.0006781574219333329,-0.7904,0.03158887445578568,0.0585,1.2333449894483194e-96,0.0707,0.4501280001313216,1.0,1.0,False,False
Stroke,AST Liver Enzyme (U/L),Calcium (mg/dL),TwoSided-TwoSided,XOR,4894,148,739,625,3382,0.0438,0.0541,0.0736,0.0338,51.5,48.4,55.0,52.0,1.261,1.748,0.835,0.4078,0.029951839337693176,0.3855,0.03175085987968681,-1.1209,0.03181584812461912,0.0572,1.4739091931303767e-31,0.0865,0.5249489820002591,1.0,1.0,False,False
Liver Condition,Fasting Glucose (mg/dL),BUN Kidney (mg/dL),TwoSided-TwoSided,AND,2375,96,368,274,1637,0.0519,0.0625,0.0401,0.1354,50.7,49.7,56.0,57.6,1.235,0.792,2.936,0.2147,0.37801589586668793,-0.3741,0.2578761383265856,1.0638,0.031851632815478786,0.0198,0.0002474865873126267,-0.3427,0.05967501322342878,1.0,1.0,False,False
Arthritis,Sodium (mmol/L),WBC Count (10^3/uL),Low-Low,AND,4900,26,356,439,4079,0.3047,0.3596,0.3189,0.5,51.1,52.9,53.9,49.5,1.283,1.07,2.281,0.2093,0.10679838895083983,-0.0961,0.4212997431694223,1.042,0.03190292697806166,0.0637,1.680067870286174e-166,0.5153,1.598199754156244e-13,1.0,1.0,False,False
Liver Condition,Sodium (mmol/L),Albumin (g/dL),Low-High,AND,4902,41,338,450,4073,0.0565,0.0533,0.0378,0.122,52.3,53.2,43.1,47.5,0.962,0.673,2.513,-0.0848,0.7371862097359783,-0.2851,0.275063333220919,1.2808,0.03224548837854921,0.0217,1.0226504444425747e-08,-0.2144,0.09185764498461968,1.0,1.0,False,False
Diabetes,Total Cholesterol (mg/dL),Creatinine Kidney (mg/dL),Low-Low,XOR,5893,57,530,493,4813,0.124,0.2358,0.1501,0.0526,47.0,42.9,36.2,22.2,2.184,1.253,0.453,0.8765,9.995038966168292e-12,1.0277,1.638675112203707e-11,-1.4064,0.03242398115342499,0.0576,5.074189949952903e-117,-0.3971,4.061962396907467e-06,1.0,1.0,False,False
Thyroid Problem,Waist Circumference (cm),Creatinine Kidney (mg/dL),High-Low,AND,4647,36,426,421,3764,0.1182,0.108,0.133,0.2778,51.6,51.4,46.4,47.0,0.911,1.152,2.952,0.0154,0.9277694249366634,-0.0833,0.6030786001038297,0.9524,0.03272138059051681,0.0391,5.569168941017162e-39,1.2336,6.281457747295019e-31,1.0,1.0,False,False
Heart Attack,hs-CRP Inflammation (mg/L),Platelet Count (10^3/uL),Low-High,AND,4896,25,448,461,3962,0.0555,0.0246,0.0217,0.08,52.6,46.4,46.6,47.6,0.446,0.395,1.806,-0.6606,0.039028040138518696,-0.4672,0.16366937152742655,1.9464,0.032723312137572465,0.0637,6.184856668236841e-35,-0.9349,1.5734380138124009e-10,1.0,1.0,False,False
Stroke,Diastolic BP (mmHg),Hemoglobin (g/dL),Low-High,AND,4783,19,438,410,3916,0.047,0.0662,0.0293,0.1053,51.4,56.4,48.9,38.5,1.457,0.635,2.89,-0.0479,0.8232688386795729,-0.3498,0.2643301212472283,1.8801,0.03319419216686497,0.0557,3.6759367158862833e-28,0.0249,0.8611228884604243,1.0,1.0,False,False
Arthritis,Waist Circumference (cm),Uric Acid (mg/dL),High-High,OR,4647,101,362,347,3837,0.2809,0.4558,0.3948,0.4455,50.7,50.4,56.0,53.6,2.144,1.671,2.061,1.0194,2.409672489924651e-16,0.4517,0.0007044751855204744,-0.6055,0.03353220223340726,0.0649,3.4660779933124976e-155,0.5633,2.1530545712346046e-14,1.0,1.0,False,False
Stroke,Diastolic BP (mmHg),Alkaline Phosphatase (U/L),Low-Low,AND,4674,43,399,402,3830,0.0467,0.0627,0.0323,0.1395,51.7,56.3,45.6,49.4,1.385,0.705,3.526,-0.0873,0.7023699981407457,-0.1064,0.7209712566655706,1.2729,0.033548612663430406,0.0557,6.831934165481155e-28,0.0745,0.5957818966928022,1.0,1.0,False,False
Diabetes,ALT Liver Enzyme (U/L),Uric Acid (mg/dL),High-Low,AND,5896,21,556,501,4818,0.1376,0.1547,0.0858,0.381,46.6,42.5,38.1,49.2,1.151,0.594,3.943,0.4757,0.00043476955783858267,0.0502,0.7789678581943154,1.1503,0.0337275020332004,0.0573,1.863427148428183e-112,-0.314,0.00017966835761839073,1.0,1.0,False,False
Diabetes,Creatinine Kidney (mg/dL),Hemoglobin (g/dL),Low-Low,XOR,5896,80,470,461,4885,0.1273,0.1511,0.2169,0.075,46.2,35.4,50.9,30.8,1.226,1.904,0.598,1.0554,1.3872778679309196e-11,0.5855,1.8194066430106955e-05,-1.0359,0.03384457527929307,0.0575,2.276084108990632e-114,-0.5101,4.047786605316992e-09,1.0,1.0,False,False
Hypertension,Body Mass Index (kg/m2),Hemoglobin (g/dL),High-Low,OR,5452,78,465,458,4451,0.3233,0.486,0.4323,0.4487,48.1,46.5,51.2,47.7,1.979,1.595,1.708,1.0288,2.558496561817815e-20,0.4498,0.00014737344289088807,-0.6351,0.03394826556250793,0.0618,4.774814208099772e-211,-0.1502,0.024076502604964745,1.0,1.0,False,False
Heart Attack,Insulin (uIU/mL),hs-CRP Inflammation (mg/L),Low-High,AND,2374,10,227,227,1910,0.0539,0.0352,0.0573,0.2,51.6,49.1,52.3,52.0,0.676,1.099,5.136,-0.3786,0.3233073215032157,0.191,0.5427874556799029,2.0374,0.03425449388763679,0.0639,5.252642514891873e-19,-0.8008,5.6187701321235375e-05,1.0,1.0,False,False
Thyroid Problem,Insulin (uIU/mL),LDL Cholesterol (mg/dL),Low-High,AND,2352,19,216,216,1901,0.1299,0.0926,0.1296,0.3158,51.4,48.4,54.1,56.5,0.697,1.011,3.219,-0.2279,0.37322923468353997,-0.1567,0.4830791675472632,1.3202,0.03433282335867774,0.0405,4.8898728745063457e-23,1.353,4.1167099815827e-20,1.0,1.0,False,False
Diabetes,Creatinine Kidney (mg/dL),Sodium (mmol/L),Low-Low,XOR,5899,52,498,382,4967,0.1264,0.1446,0.2487,0.0962,46.3,34.9,50.3,33.3,1.174,2.294,0.799,1.0292,3.2190518062174503e-11,0.765,3.4840699074817706e-08,-1.1218,0.03491196324108555,0.0581,8.744637824713143e-116,-0.4531,1.1183251038697366e-07,1.0,1.0,False,False
Stroke,Calcium (mg/dL),hs-CRP Inflammation (mg/L),Low-Low,AND,4893,21,295,452,4125,0.049,0.0644,0.0288,0.1429,52.1,51.1,46.4,46.1,1.366,0.595,3.666,0.3763,0.13971859351222785,-0.3326,0.26023104274659736,1.5976,0.03528764605689678,0.0574,1.341080015609643e-31,0.0973,0.47595306316443065,1.0,1.0,False,False
Liver Condition,Creatinine Kidney (mg/dL),Uric Acid (mg/dL),Low-High,AND,4899,7,480,479,3933,0.0534,0.0438,0.0772,0.2857,51.6,46.6,55.9,47.9,0.828,1.499,8.04,-0.0062,0.9796843483453476,0.2706,0.15109061276725974,1.8835,0.03530069970641248,0.0218,7.379967177846902e-09,-0.1823,0.16932148615907505,1.0,1.0,False,False
Liver Condition,Albumin (g/dL),Hemoglobin (g/dL),Low-High,AND,4899,9,333,427,4130,0.053,0.0601,0.0632,0.3333,51.7,53.5,47.9,61.2,1.165,1.224,9.595,0.1091,0.6532423573101493,0.1954,0.375118948813133,1.6398,0.03533411578067326,0.022,5.4335784887563015e-09,-0.168,0.2046456222752514,1.0,1.0,False,False
Stroke,BUN Kidney (mg/dL),Hemoglobin (g/dL),Low-High,AND,4903,28,331,410,4134,0.052,0.0302,0.0268,0.1071,52.6,41.5,48.3,46.6,0.594,0.524,2.496,0.1233,0.7163311447617786,-0.4281,0.18730780987207662,1.634,0.03534981883614846,0.0575,5.649734966573437e-31,0.0768,0.5816985612746549,1.0,1.0,False,False
Thyroid Problem,LDL Cholesterol (mg/dL),Albumin (g/dL),High-High,AND,2353,18,217,168,1950,0.1323,0.1382,0.0595,0.2222,52.0,54.8,41.0,48.2,1.065,0.434,2.032,-0.1255,0.563199291620273,-0.0679,0.845866910115237,1.5422,0.035617459286296616,0.0406,4.2671678602350654e-23,1.3819,2.6161962371862615e-20,1.0,1.0,False,False
Thyroid Problem,HDL Cholesterol (mg/dL),Potassium (mmol/L),Low-Low,AND,4896,22,426,284,4164,0.1256,0.0939,0.1127,0.2273,51.6,49.9,51.7,51.2,0.729,0.895,2.186,0.1368,0.45180608751905826,-0.2861,0.15238227924987943,1.239,0.03619449886807496,0.0398,6.188562491145724e-44,1.2237,9.112602792677738e-33,1.0,1.0,False,False
Hypertension,Waist Circumference (cm),Insulin (uIU/mL),High-High,OR,2469,89,155,158,2067,0.3217,0.5613,0.4684,0.5281,48.3,51.3,47.1,46.6,2.692,1.858,2.355,1.0673,7.44002742972566e-09,0.8463,8.265475310697227e-06,-0.7313,0.036282971802015014,0.0573,2.984807923953939e-88,0.0283,0.7664578537049215,1.0,1.0,False,False
High Cholesterol,Alkaline Phosphatase (U/L),Potassium (mmol/L),High-Low,AND,5385,35,497,285,4568,0.3222,0.3742,0.2912,0.5429,48.0,49.5,49.5,54.0,1.259,0.867,2.485,0.1524,0.1647658403726019,-0.2077,0.15381471033055466,0.8417,0.036288666477389826,0.0545,1.6710519816783628e-180,-0.0631,0.3300887156305604,1.0,1.0,False,False
Heart Attack,Fasting Glucose (mg/dL),HDL Cholesterol (mg/dL),High-Low,OR,2386,45,192,176,1973,0.0411,0.125,0.0909,0.1111,50.6,62.0,47.2,59.4,3.376,2.387,3.153,0.787,0.0019999883013024594,0.9941,0.0012011883977121678,-1.2948,0.03673797656892814,0.0632,3.597707360914723e-18,-0.6857,0.0007273675051035479,1.0,1.0,False,False
Thyroid Problem,Creatinine Kidney (mg/dL),hs-CRP Inflammation (mg/L),TwoSided-TwoSided,AND,4889,194,768,768,3159,0.1168,0.138,0.1068,0.2062,51.2,55.3,48.3,53.5,1.214,0.908,1.98,0.038,0.7569330750007519,-0.0363,0.7871799799477797,0.5278,0.036776956761312825,0.0396,5.319380821073507e-43,1.1792,1.1220190827220498e-31,1.0,1.0,False,False
High Cholesterol,"Glycohemoglobin (HbA1c, %)",Insulin (uIU/mL),TwoSided-TwoSided,AND,2579,115,319,401,1744,0.3337,0.3793,0.2569,0.5043,48.8,49.1,45.1,53.8,1.222,0.692,2.03,0.2134,0.130453613304452,-0.2098,0.12435594657727422,0.5792,0.03747278920836474,0.0537,8.571565244766726e-85,0.0181,0.8456426441327057,1.0,1.0,False,False
Hypertension,Waist Circumference (cm),ALT Liver Enzyme (U/L),High-High,OR,5131,79,433,431,4188,0.3216,0.5566,0.3573,0.4177,48.2,51.1,43.9,41.9,2.645,1.174,1.519,1.0841,3.0420829030649985e-21,0.5431,5.846045801392067e-06,-0.6223,0.03758072694081912,0.0621,2.499547294329255e-196,-0.0063,0.9264119736302736,1.0,1.0,False,False
Hypertension,Sodium (mmol/L),Hemoglobin (g/dL),Low-High,AND,5408,35,373,463,4537,0.3474,0.4048,0.3283,0.6,48.6,50.4,44.1,49.6,1.279,0.92,2.785,0.2034,0.1058756221520934,0.1863,0.1279863321702926,0.8518,0.03804102423726313,0.0605,3.811973001896844e-210,-0.0006,0.9925230581679403,1.0,1.0,False,False
Liver Condition,"Glycohemoglobin (HbA1c, %)",hs-CRP Inflammation (mg/L),Low-Low,AND,4890,48,257,426,4159,0.056,0.0506,0.0423,0.125,52.8,39.2,47.3,38.2,0.928,0.762,2.572,0.1985,0.5057673017868758,-0.1922,0.4450122177013963,1.2077,0.038301511833742106,0.0231,1.3497271630641723e-09,-0.1964,0.11953464244834015,1.0,1.0,False,False
Liver Condition,ALT Liver Enzyme (U/L),Calcium (mg/dL),Low-High,AND,4898,32,323,422,4121,0.058,0.0217,0.0498,0.0938,51.2,47.9,56.7,60.1,0.384,0.868,1.923,-0.9421,0.015739354289313556,-0.2706,0.2506713166723915,1.569,0.038394144617811,0.0223,4.216039407148506e-09,-0.1625,0.20008671554210766,1.0,1.0,False,False
Diabetes,Waist Circumference (cm),Alkaline Phosphatase (U/L),TwoSided-TwoSided,XOR,5611,326,792,751,3742,0.1291,0.1768,0.1238,0.0644,48.7,40.8,40.0,24.9,1.452,0.957,0.474,0.8966,2.7991444166488347e-14,0.3256,0.014353415845674984,-0.6156,0.03841314849332132,0.0615,3.912393951444439e-113,-0.3369,8.366206435517164e-05,1.0,1.0,False,False
Liver Condition,Diastolic BP (mmHg),Body Mass Index (kg/m2),High-Low,AND,4918,25,421,466,4006,0.0567,0.0475,0.03,0.12,51.9,51.6,45.5,56.7,0.848,0.532,2.584,-0.1933,0.4217762024626276,-0.5352,0.05703954291259065,1.48,0.03892333601437011,0.0207,5.7825446978195794e-08,-0.2562,0.04557608145972056,1.0,1.0,False,False
Hypertension,Body Mass Index (kg/m2),Potassium (mmol/L),TwoSided-TwoSided,OR,5322,160,893,673,3596,0.3331,0.2945,0.4933,0.3938,48.6,41.6,54.4,49.7,0.836,1.949,1.303,0.232,0.013016696853789396,0.4694,1.1210999113001416e-06,-0.4658,0.03917579009912208,0.0602,3.6861803202078226e-200,-0.0638,0.3324867018503955,1.0,1.0,False,False
Diabetes,Body Mass Index (kg/m2),Creatinine Kidney (mg/dL),TwoSided-TwoSided,OR,5807,242,902,867,3796,0.1143,0.1109,0.2376,0.1694,46.1,37.8,51.3,40.4,0.969,2.416,1.594,0.4872,0.00013490410880845688,0.6606,1.5102288541094435e-10,-0.5057,0.03922384588700554,0.0562,4.5020800361169975e-107,-0.3358,6.222903955322699e-05,1.0,1.0,False,False
Thyroid Problem,Insulin (uIU/mL),Total Cholesterol (mg/dL),Low-High,AND,2377,24,214,208,1931,0.1305,0.0888,0.1346,0.2917,51.4,48.3,54.0,56.1,0.663,1.05,2.851,-0.2728,0.29609950507960114,-0.1845,0.4117792763166328,1.1952,0.039429608772430194,0.0401,5.65489100339344e-23,1.362,1.4803646923615522e-20,1.0,1.0,False,False
Diabetes,ALT Liver Enzyme (U/L),Sodium (mmol/L),TwoSided-TwoSided,OR,5898,162,953,621,4162,0.1249,0.1228,0.219,0.1667,46.2,39.3,49.8,45.8,0.983,1.968,1.42,0.3639,0.0021604964976863076,0.6006,2.6596586545166473e-07,-0.5731,0.03976537617260055,0.0562,2.1674693876477144e-112,-0.3445,2.629769382486204e-05,1.0,1.0,False,False
Thyroid Problem,Triglycerides (mg/dL),AST Liver Enzyme (U/L),High-Low,AND,2368,19,215,218,1916,0.131,0.1116,0.1055,0.3158,52.1,50.5,46.4,51.4,0.847,0.796,3.188,0.1222,0.6102610758195006,-0.3207,0.18218645441286052,1.2598,0.04028062077208414,0.0402,1.1939894769645514e-22,1.3965,4.406559911657414e-21,1.0,1.0,False,False
Stroke,Alkaline Phosphatase (U/L),Albumin (g/dL),TwoSided-TwoSided,AND,4907,178,772,656,3301,0.0445,0.057,0.0427,0.1124,52.3,52.1,47.5,48.7,1.306,0.97,2.766,0.2787,0.12267169742717639,0.1511,0.4833648862961123,0.7502,0.04067293922694813,0.0575,2.2882286590169667e-32,0.111,0.41528542247566946,1.0,1.0,False,False
Stroke,"Glycohemoglobin (HbA1c, %)",Potassium (mmol/L),Low-Low,AND,4902,18,288,289,4307,0.0488,0.0243,0.0657,0.1667,52.3,38.8,52.2,43.9,0.519,1.403,4.395,-0.0299,0.9403549467585552,0.3876,0.12821005694188747,1.659,0.04089539071956996,0.058,8.248651051790248e-32,0.0936,0.49252584561438295,1.0,1.0,False,False
Liver Condition,Total Cholesterol (mg/dL),Creatinine Kidney (mg/dL),Low-High,AND,4897,82,395,396,4024,0.0537,0.0532,0.0556,0.1341,50.2,50.1,62.7,67.5,1.01,1.057,2.829,-0.0717,0.7625322542565289,-0.2916,0.2203643521880686,0.9374,0.04098131169506965,0.0221,8.675087358719268e-09,-0.2109,0.10207666610261179,1.0,1.0,False,False
Diabetes,LDL Cholesterol (mg/dL),ALT Liver Enzyme (U/L),Low-High,OR,2795,24,255,256,2260,0.1221,0.2706,0.2031,0.2083,45.9,46.2,44.6,47.2,2.675,1.843,2.024,0.9748,3.911795406152973e-08,0.875,2.0219517050071772e-06,-1.2355,0.04110781604654098,0.0588,6.621801886913601e-58,-0.1717,0.1480209333099704,1.0,1.0,False,False
Thyroid Problem,Diastolic BP (mmHg),Alkaline Phosphatase (U/L),High-Low,AND,4670,21,400,422,3827,0.1244,0.115,0.0995,0.2381,52.1,52.0,45.9,47.3,0.923,0.786,2.345,0.1759,0.3028186284517672,-0.0235,0.8943214283438169,1.2171,0.041181266514920614,0.0403,2.9979035454756274e-41,1.1977,3.505105443586774e-31,1.0,1.0,False,False
Hypertension,AST Liver Enzyme (U/L),hs-CRP Inflammation (mg/L),Low-High,OR,5378,101,395,435,4447,0.34,0.3139,0.4828,0.4158,48.6,41.9,50.7,49.6,0.89,1.812,1.386,0.3183,0.015621139961295882,0.6594,8.29733071303521e-09,-0.5777,0.04130685267910941,0.0604,1.6373776268227603e-207,-0.0923,0.16055369431429,1.0,1.0,False,False
Diabetes,ALT Liver Enzyme (U/L),Potassium (mmol/L),High-High,XOR,5894,34,542,547,4771,0.1184,0.1661,0.2578,0.0882,44.9,42.8,53.3,40.5,1.488,2.589,0.827,0.6438,1.5963842600222297e-06,0.5325,7.4781390385783354e-06,-1.3385,0.041348285074797375,0.0558,1.196784606934906e-107,-0.2508,0.002618395296145696,1.0,1.0,False,False
Arthritis,Fasting Glucose (mg/dL),WBC Count (10^3/uL),TwoSided-TwoSided,AND,2427,107,379,355,1586,0.3058,0.2902,0.3465,0.4579,51.3,51.2,51.9,52.5,0.93,1.205,1.92,-0.0942,0.500251447360202,0.1873,0.17663847209352435,0.5908,0.04158881390921523,0.0635,1.1269869968823935e-83,0.4756,1.483893190004606e-06,1.0,1.0,False,False
Stroke,hs-CRP Inflammation (mg/L),WBC Count (10^3/uL),High-High,OR,4898,116,373,357,4052,0.0432,0.0804,0.07,0.0603,51.7,52.5,47.7,51.2,1.962,1.694,1.513,0.6986,0.0009536913275344674,0.7461,0.001150951005539625,-1.0181,0.041900978127067966,0.0584,2.3166614997546023e-32,0.067,0.6241580059163163,1.0,1.0,False,False
Stroke,Diastolic BP (mmHg),Insulin (uIU/mL),High-High,AND,2266,28,193,199,1846,0.0444,0.057,0.0452,0.1429,51.4,52.3,50.8,44.7,1.348,1.067,3.928,0.4461,0.18902121631520208,0.1142,0.7550851719813527,1.5126,0.041988687851153984,0.06,2.7235965802485126e-15,0.2535,0.21890136854321074,1.0,1.0,False,False
Stroke,Diastolic BP (mmHg),LDL Cholesterol (mg/dL),TwoSided-TwoSided,OR,2249,108,329,334,1478,0.0318,0.076,0.0689,0.0741,50.3,50.8,54.6,59.4,2.524,2.274,2.549,0.8657,0.0009661094183170855,0.6347,0.01741259418664254,-1.0324,0.04216464478898476,0.0538,2.2145293926447657e-13,0.1145,0.5804516268446352,1.0,1.0,False,False
