outcome_var,outcome_name,marker1_var,marker1_name,marker2_var,marker2_name,combination_type,n_samples,n_cases,beta_comp,p_comp,aic_comp,beta_A,p_A,aic_A,beta_B,p_B,aic_B,p_gain,aic_gain
high_cholesterol_binary,High Cholesterol,LBXSNASI,Sodium (mmol/L),LBXTR,Triglycerides (mg/dL),Ratio,2580,863.0,-0.6646467731414936,8.749258257584085e-32,3121.3713061060466,0.04975465647137386,0.2339715517002372,3291.1377782102954,0.6430172453237801,7.89833987139596e-24,3164.8489204835046,90274393.99847952,43.47761437745794
arthritis_binary,Arthritis,LBXSUA,Uric Acid (mg/dL),LBXHGB,Hemoglobin (g/dL),Difference,4897,1523.0,0.273985486863234,6.6132015699950725e-19,5995.439517549234,0.16198331143097633,1.2740574393201332e-07,6047.452948795694,-0.1858900257624025,1.7023200586582188e-09,6038.865509697536,2574123955.909433,43.42599214830261
arthritis_binary,Arthritis,LBXHGB,Hemoglobin (g/dL),LBXSUA,Uric Acid (mg/dL),Difference,4897,1523.0,-0.273985486863234,6.6132015699950725e-19,5995.439517549234,-0.1858900257624025,1.7023200586582188e-09,6038.865509697536,0.16198331143097633,1.2740574393201332e-07,6047.452948795694,2574123955.909433,43.42599214830261
high_cholesterol_binary,High Cholesterol,LBXSAL,Albumin (g/dL),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,5387,1762.0,-0.2540581379010324,2.8594459046821422e-15,6747.473883196086,-0.140803821944691,1.2103681780618083e-06,6790.569268087521,0.06806498576654367,0.016230820186121347,6808.422208845028,423287664.2568811,43.09538489143506
diabetes_binary,Diabetes,LBXSCR,Creatinine Kidney (mg/dL),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2795,402.0,0.564053442036445,8.908361645645759e-19,2211.402740476677,0.4519335765476845,1.1318862521601453e-09,2254.3857411015047,-0.37133083778427084,8.569550449473075e-10,2265.526356495651,961967058.6298786,42.98300062482758
hypertension_binary,Hypertension,LBXSKSI,Potassium (mmol/L),LBXTR,Triglycerides (mg/dL),Ratio,2595,929.0,-0.42163228320028745,2.653709034824796e-17,3306.6581449037085,-0.06171998831933266,0.13339566825976412,3386.951492817696,0.2714086506969074,3.1538102190650345e-09,3349.3577235887456,118845366.15270846,42.69957868503707
high_cholesterol_binary,High Cholesterol,LBDHDD,HDL Cholesterol (mg/dL),LBXTC,Total Cholesterol (mg/dL),Difference,5414,1768.0,-0.41453291823954497,1.3986324889496057e-43,6642.835397553615,-0.12469928243279504,3.394502574555855e-05,6826.562906737625,0.3669059653017156,3.969463462909429e-35,6685.42414560207,283810328.60823625,42.58874804845527
high_cholesterol_binary,High Cholesterol,LBXTC,Total Cholesterol (mg/dL),LBDHDD,HDL Cholesterol (mg/dL),Difference,5414,1768.0,0.41453291823954497,1.3986324889496057e-43,6642.835397553615,0.3669059653017156,3.969463462909429e-35,6685.42414560207,-0.12469928243279504,3.394502574555855e-05,6826.562906737625,283810328.60823625,42.58874804845527
diabetes_binary,Diabetes,LBXSCA,Calcium (mg/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5805,781.0,-0.5995304969993324,6.639823806259176e-41,4387.632787134008,-0.04656813865629785,0.22574642755639707,4587.616056584067,0.44490707368024207,4.3938059643795605e-37,4430.1388756669185,6617.353250002873,42.506088532910326
hypertension_binary,Hypertension,LBXSBU,BUN Kidney (mg/dL),LBXSKSI,Potassium (mmol/L),Ratio,5405,1899.0,0.6797408366882333,4.868378473084983e-86,6540.5295658863315,0.6572768555925443,1.085061342620242e-77,6582.816588084585,-0.0005881461359705735,0.9835331569920541,7011.831089271065,222879414.28938714,42.28702219825391
high_cholesterol_binary,High Cholesterol,LBXSNASI,Sodium (mmol/L),LBXGLU,Fasting Glucose (mg/dL),Ratio,2582,864.0,-0.5276109490937577,4.124216324162067e-32,3142.585743071395,0.05025079576371179,0.22913316179733467,3294.112502754283,0.4614731847671319,5.5657166309451974e-21,3184.6502478251573,134952102253.65678,42.06450475376232
high_cholesterol_binary,High Cholesterol,LBXSNASI,Sodium (mmol/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5374,1758.0,-0.212300197503722,2.5742799679123027e-10,6753.702491509443,0.04560053072184654,0.1177941312882899,6795.659774095051,0.03624424672333991,0.19679570150010295,6796.474218311099,457580887.69116646,41.95728258560848
high_cholesterol_binary,High Cholesterol,LBXSASSI,AST Liver Enzyme (U/L),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,5371,1758.0,-0.21318951375559778,2.4844517098664528e-11,6748.09655854756,0.020548855139688484,0.47088896345353237,6795.2195511793325,0.06814538023093192,0.016252308812821307,6789.975132532182,654160785.1856747,41.87857398462256
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Difference,5407,1900.0,-0.6117219401826879,3.541490929871056e-67,6631.264228974671,-0.27241495163115503,5.870162544670608e-21,6924.467272306404,0.579124595785795,4.262389228761837e-59,6673.043603358308,120355785.54812305,41.77937438363733
hypertension_binary,Hypertension,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXSAL,Albumin (g/dL),Difference,5407,1900.0,0.6117219401826879,3.541490929871056e-67,6631.264228974671,0.579124595785795,4.262389228761837e-59,6673.043603358308,-0.27241495163115503,5.870162544670608e-21,6924.467272306404,120355785.54812305,41.77937438363733
hypertension_binary,Hypertension,LBXTC,Total Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2606,931.0,-0.3751407817327198,1.743053872636655e-15,3330.6148668938513,0.02555637431057338,0.5309271594827208,3400.898923520591,0.2550807657149843,1.1082697144955415e-06,3372.3845856986127,635820689.1328617,41.769718804761396
high_cholesterol_binary,High Cholesterol,LBXSNASI,Sodium (mmol/L),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,5387,1762.0,-0.21093831591027729,2.0750149268977236e-11,6766.707016371933,0.043588028840811206,0.13442966533474632,6811.9368760667785,0.06806498576654367,0.016230820186121347,6808.422208845028,782202574.82135,41.71519247309516
arthritis_binary,Arthritis,LBXHGB,Hemoglobin (g/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2427,767.0,-0.4194779147034102,4.42550945555844e-21,2939.9424622334423,-0.16044062054988975,0.00022834884866013543,3018.5070160796977,0.30234666956714357,7.315953764071579e-12,2981.4764000398236,1653132557.4014401,41.533937806381346
heart_attack_binary,Heart Attack,BMXWAIST,Waist Circumference (cm),LBXTC,Total Cholesterol (mg/dL),Ratio,4668,217.0,0.5479184373939364,6.231256501438696e-23,1671.779287242694,0.35451847003055015,5.1074804964728827e-08,1730.951113170297,-0.5176298279336717,7.468273173268252e-11,1713.2882866890627,1198518015033.3965,41.50899944636876
heart_attack_binary,Heart Attack,LBDLDL,LDL Cholesterol (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,2352,125.0,-0.9395814229290567,1.6664434366283579e-13,914.0067842503495,-0.5133849588708161,1.4626566093282655e-06,955.432798050209,0.16468677258414205,0.0015459565591075532,971.7424491293375,8777115.245433081,41.42601379985956
high_cholesterol_binary,High Cholesterol,LBDHDD,HDL Cholesterol (mg/dL),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,5383,1761.0,-0.23791118876043393,1.0305211725093783e-13,6750.374223570614,-0.1257855834794326,3.047069485553214e-05,6791.694078219882,0.06875869829981644,0.015222879522703466,6803.695791538064,295682375.75686336,41.319854649267654
high_cholesterol_binary,High Cholesterol,LBXHGB,Hemoglobin (g/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5379,1758.0,-0.20901004305745535,5.004386739542324e-10,6759.083355080964,-0.010096020302346869,0.7281927188092825,6801.950195915504,0.03672740136516667,0.19063920052519367,6800.388255158594,380944180.47040975,41.30490007763001
arthritis_binary,Arthritis,LBXHGB,Hemoglobin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4899,1523.0,-0.27985390968232216,5.954389728510932e-18,5999.155362640592,-0.1856302334239658,1.7857007641577222e-09,6040.449991947088,0.17843879233589557,3.0217596770599583e-06,6048.197187874948,299896520.9830645,41.29462930649606
diabetes_binary,Diabetes,LBXSCA,Calcium (mg/dL),LBXWBCSI,WBC Count (10^3/uL),Ratio,5894,799.0,-0.2698066702804498,2.447928744004845e-10,4638.5197865530445,-0.05858745328985923,0.12368292958467936,4679.390287782077,0.04404959771704908,0.16619763556680833,4679.439347493629,505255432.3224801,40.870501229032925
stroke_binary,Stroke,LBXSCA,Calcium (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4906,239.0,-0.6376644669839566,1.3715945470099566e-17,1836.6231541642924,-0.014257714216364082,0.8298872765051626,1914.51374541527,0.2393654654513233,1.1912064409671479e-08,1877.148929710228,868482922.7149886,40.52577554593563
liver_condition_binary,Liver Condition,LBXSAL,Albumin (g/dL),LBXSASSI,AST Liver Enzyme (U/L),Ratio,4887,269.0,-0.5866201274114095,1.2800473862535233e-19,2002.7535745619198,-0.14209179224977153,0.019773375116247414,2081.582178175567,0.2742846655424148,1.1955581020402399e-12,2042.9555687441243,9339951.902401295,40.201994182204544
high_cholesterol_binary,High Cholesterol,LBXSCA,Calcium (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2577,863.0,-0.6549921758742183,4.27258343882544e-31,3123.072833968062,0.09555721825886912,0.02243786456391237,3284.884291780604,0.6413409776639081,1.0431213691558507e-23,3163.104762532631,24414300.717380755,40.03192856456917
stroke_binary,Stroke,LBXSNASI,Sodium (mmol/L),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4908,239.0,-0.6395052116316221,2.0839971037904973e-17,1837.3163256327357,0.11861109956372487,0.07734711791554874,1911.6156058284957,0.23942127355994544,1.1828041164834334e-08,1877.3256807495325,567565144.0839717,40.00935511679677
arthritis_binary,Arthritis,BMXWAIST,Waist Circumference (cm),BMXBMI,Body Mass Index (kg/m2),Difference,4917,1485.0,0.493681055616874,8.538677457375333e-52,5784.705148714499,0.446212414877685,3.3504823439589546e-44,5824.599823349825,0.30422560087845096,3.8456561947235893e-23,5928.718610370945,39238891.04237045,39.89467463532583
arthritis_binary,Arthritis,BMXBMI,Body Mass Index (kg/m2),BMXWAIST,Waist Circumference (cm),Difference,4917,1485.0,-0.493681055616874,8.538677457375333e-52,5784.705148714499,0.30422560087845096,3.8456561947235893e-23,5928.718610370945,0.446212414877685,3.3504823439589546e-44,5824.599823349825,39238891.04237045,39.89467463532583
high_cholesterol_binary,High Cholesterol,LBXSAL,Albumin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,5388,1763.0,-0.29401220595466354,1.8786456790790757e-21,6721.309728761204,-0.14150189829230603,1.0681349297319334e-06,6792.561233001257,0.26897337536442084,3.0544541764700444e-10,6761.024840485805,162588092607.61496,39.71511172460123
heart_attack_binary,Heart Attack,LBXTC,Total Cholesterol (mg/dL),systolic_bp,Systolic BP (mmHg),Ratio,4692,228.0,-0.7219011450906422,3.3388411515067824e-19,1738.1953713708563,-0.5287584882622157,1.249846378316108e-11,1777.5756729702161,0.3464402197294328,3.759572350989633e-09,1795.9616656873031,37433538.21286365,39.38030159935988
hypertension_binary,Hypertension,LBXSCA,Calcium (mg/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2596,930.0,-0.537410936796813,1.4062201601258358e-33,3229.420315176269,0.1816604289554251,1.1535947099396393e-05,3371.7940319909485,0.49657267264009813,2.2493525257653856e-22,3267.7241769796506,159957351597.356,38.30386180338155
diabetes_binary,Diabetes,LBXTC,Total Cholesterol (mg/dL),LBXWBCSI,WBC Count (10^3/uL),Ratio,6730,806.0,-0.30781822657657826,2.789250969122497e-12,4882.276712835106,-0.15492294249190253,8.328468557436889e-05,4920.439588545413,0.04464532571479316,0.14516767511663708,4933.798964776742,29859158.0665724,38.16287571030716
high_cholesterol_binary,High Cholesterol,diastolic_bp,Diastolic BP (mmHg),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,5125,1697.0,-0.20515479020657615,1.4953647595846766e-10,6469.175479867676,0.02978986109552936,0.31717210094370807,6511.443053847992,0.06722303003537367,0.02034453958021816,6507.076889879155,136050682.2821521,37.90141001147913
diabetes_binary,Diabetes,LBXSKSI,Potassium (mmol/L),LBXTC,Total Cholesterol (mg/dL),Ratio,5889,798.0,0.3420217519490772,5.346980828975559e-22,4586.477067645894,0.27070925963940523,3.706464782904194e-13,4624.245286999643,-0.24334481772993374,2.327021358249863e-09,4639.2082127811545,693188343.376635,37.76821935374937
heart_attack_binary,Heart Attack,LBXSKSI,Potassium (mmol/L),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4903,243.0,-0.5876947214599482,3.9083457981270435e-15,1871.6432564924526,0.3363053206123931,4.438440026070435e-08,1909.3268703260214,0.17102739360304384,3.192181572886775e-06,1918.7342612053676,11356313.528340872,37.68361383356887
heart_attack_binary,Heart Attack,LBXTC,Total Cholesterol (mg/dL),LBXSBU,BUN Kidney (mg/dL),Ratio,4900,243.0,-0.8945805287294067,8.572013800297639e-20,1834.6967466121212,-0.5010952582996173,2.425747411225612e-11,1889.1061207420494,0.39855258823003653,2.3429754135826492e-18,1872.0530678553655,27.332846961834058,37.35632124324434
stroke_binary,Stroke,LBXTC,Total Cholesterol (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4904,238.0,-0.6700531131002265,5.830046259211698e-16,1833.45224190914,-0.25141558963029587,0.0004161721976235252,1895.3806248580681,0.24077986645907798,1.0880527254158244e-08,1870.6608335288365,18662848.92159576,37.20859161969656
stroke_binary,Stroke,LBXSKSI,Potassium (mmol/L),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4905,239.0,-0.6311956187783812,8.536912785008777e-17,1839.8285030438415,0.1061485957999952,0.10226614276964818,1911.827950577884,0.23950369294528304,1.1816686840627583e-08,1877.0136520097453,138418736.82226488,37.18514896590386
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),systolic_bp,Systolic BP (mmHg),Ratio,5603,763.0,-0.574525092074456,2.999218608811512e-45,4253.645358198382,-0.1189221306491717,0.002140944944705201,4454.171807342432,0.4720733728607987,2.145279124712858e-40,4290.663080987349,71527.93458970165,37.01772278896624
heart_attack_binary,Heart Attack,BMXWAIST,Waist Circumference (cm),BMXBMI,Body Mass Index (kg/m2),Difference,4918,227.0,0.5367588109849145,2.0422647546793191e-16,1776.940883142084,0.3540072931708696,2.664497462147295e-08,1813.9360258390534,0.03317104157302003,0.6199083805552206,1843.4850344130841,130467778.77561131,36.995142696969424
heart_attack_binary,Heart Attack,BMXBMI,Body Mass Index (kg/m2),BMXWAIST,Waist Circumference (cm),Difference,4918,227.0,-0.5367588109849145,2.0422647546793191e-16,1776.940883142084,0.03317104157302003,0.6199083805552206,1843.4850344130841,0.3540072931708696,2.664497462147295e-08,1813.9360258390534,130467778.77561131,36.995142696969424
high_cholesterol_binary,High Cholesterol,diastolic_bp,Diastolic BP (mmHg),LBXTR,Triglycerides (mg/dL),Ratio,2459,825.0,-0.6248442726273747,1.0765830982689873e-28,2991.168055146911,0.019871629027741436,0.6424597505950396,3141.5024102562825,0.6212644885484291,1.4524332374485628e-21,3028.0016942607135,13491139.139968816,36.83363911380275
thyroid_binary,Thyroid Problem,LBXHGB,Hemoglobin (g/dL),systolic_bp,Systolic BP (mmHg),Ratio,4779,583.0,-0.39678131204654665,3.6829442515988783e-19,3467.76751440904,-0.2858963265806223,1.902358120612681e-11,3504.594136039158,0.2668897581877055,5.849877191802827e-11,3507.8471938855423,51653188.06514134,36.8266216301181
high_cholesterol_binary,High Cholesterol,LBXWBCSI,WBC Count (10^3/uL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5379,1758.0,-0.2083947197022954,1.0705297242599991e-08,6764.343379902501,-0.016567934009313917,0.6547160647869283,6801.828875230108,0.03672740136516667,0.19063920052519367,6800.388255158594,17807931.55061365,36.04487525609329
arthritis_binary,Arthritis,systolic_bp,Systolic BP (mmHg),LBXSAL,Albumin (g/dL),Ratio,4670,1457.0,0.466429138190685,1.9799597476931528e-46,5583.32535486089,0.42365209373443796,7.840693261293174e-40,5619.302850964861,-0.24972595347215854,4.337539409114852e-15,5738.728570229472,3960026.5967166,35.977496103971134
high_cholesterol_binary,High Cholesterol,LBXHGB,Hemoglobin (g/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5427,1767.0,-0.28788833115913814,1.4728676073305126e-21,6758.777704844596,-0.00869881579372985,0.7638384681272166,6852.941742340468,0.21819121559538757,2.3754528111117775e-14,6794.630897618151,16128081.025674455,35.85319277355484
heart_attack_binary,Heart Attack,LBXTC,Total Cholesterol (mg/dL),systolic_bp,Systolic BP (mmHg),Difference,4692,228.0,-0.6589327129649218,1.1117557145401688e-19,1741.7944403006932,-0.5287584882622157,1.249846378316108e-11,1777.5756729702161,0.3464402197294328,3.759572350989633e-09,1795.9616656873031,112420953.80935861,35.78123266952298
heart_attack_binary,Heart Attack,systolic_bp,Systolic BP (mmHg),LBXTC,Total Cholesterol (mg/dL),Difference,4692,228.0,0.6589327129649218,1.1117557145401688e-19,1741.7944403006932,0.3464402197294328,3.759572350989633e-09,1795.9616656873031,-0.5287584882622157,1.249846378316108e-11,1777.5756729702161,112420953.80935861,35.78123266952298
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),LBXSKSI,Potassium (mmol/L),Difference,5895,799.0,-0.47488064688491877,3.8553974617371755e-36,4521.769182795942,-0.415008987591478,8.345118017637742e-29,4557.49977406747,0.2702544683966133,3.919715296966924e-13,4629.810096320443,21645285.86341284,35.73059127152828
diabetes_binary,Diabetes,LBXSKSI,Potassium (mmol/L),LBXSAL,Albumin (g/dL),Difference,5895,799.0,0.47488064688491877,3.8553974617371755e-36,4521.769182795942,0.2702544683966133,3.919715296966924e-13,4629.810096320443,-0.415008987591478,8.345118017637742e-29,4557.49977406747,21645285.86341284,35.73059127152828
high_cholesterol_binary,High Cholesterol,LBXSCA,Calcium (mg/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2579,864.0,-0.5135243826318975,5.151375052263352e-31,3146.995726448068,0.09688412363442382,0.020586980361098666,3287.7367578220365,0.4607331930860803,6.4205886750093674e-21,3182.6191299056595,12463834626.42341,35.623403457591394
hypertension_binary,Hypertension,LBXSAPSI,Alkaline Phosphatase (U/L),LBXPLTSI,Platelet Count (10^3/uL),Ratio,5406,1899.0,0.2836709154646809,2.5195393366167143e-14,6946.280252768638,0.15918385553462078,3.692499932551527e-08,6981.450508192728,-0.1283757532010225,1.0985772803943564e-05,6992.998670756222,1465545.657052486,35.1702554240901
high_cholesterol_binary,High Cholesterol,LBXSKSI,Potassium (mmol/L),LBXTR,Triglycerides (mg/dL),Ratio,2578,861.0,-0.6425165403955457,1.7377584173224603e-29,3129.917008553937,0.11414331643209004,0.0062688306214529615,3280.6888812535017,0.529451856614282,8.016986417866371e-24,3164.848256742245,461340.67531774356,34.93124818830802
hypertension_binary,Hypertension,LBXPLTSI,Platelet Count (10^3/uL),LBXSAPSI,Alkaline Phosphatase (U/L),Ratio,5406,1899.0,-0.2442203793570042,3.1032058387015816e-15,6946.574689304542,-0.1283757532010225,1.0985772803943564e-05,6992.998670756222,0.15918385553462078,3.692499932551527e-08,6981.450508192728,11898984.870744227,34.875818888186586
diabetes_binary,Diabetes,LBXSKSI,Potassium (mmol/L),LBDHDD,HDL Cholesterol (mg/dL),Ratio,5889,798.0,0.4444695428123051,3.659928249285277e-33,4528.091498235386,0.27070925963940523,3.706464782904194e-13,4624.245286999643,-0.46525064769137814,1.4048065568127668e-23,4562.650121811563,3838344527.893688,34.558623576176615
diabetes_binary,Diabetes,LBXSUA,Uric Acid (mg/dL),LBXHGB,Hemoglobin (g/dL),Difference,5894,799.0,0.32455215283720706,9.867091448955349e-20,4601.464545985638,0.25112109383302383,7.0854394367634904e-12,4635.651701035018,-0.16717255568273992,7.049718840440795e-06,4661.842915607433,71808794.65258875,34.187155049379726
diabetes_binary,Diabetes,LBXHGB,Hemoglobin (g/dL),LBXSUA,Uric Acid (mg/dL),Difference,5894,799.0,-0.32455215283720706,9.867091448955349e-20,4601.464545985638,-0.16717255568273992,7.049718840440795e-06,4661.842915607433,0.25112109383302383,7.0854394367634904e-12,4635.651701035018,71808794.65258875,34.187155049379726
heart_attack_binary,Heart Attack,systolic_bp,Systolic BP (mmHg),diastolic_bp,Diastolic BP (mmHg),Difference,4987,239.0,0.449605773633048,2.126751452182892e-18,1854.5954231689848,0.3478288604502486,1.1377179952346922e-09,1888.7044037569246,-0.2571219182169703,2.0935286962254644e-05,1905.6818004132106,534955786.23771083,34.10898058793987
heart_attack_binary,Heart Attack,diastolic_bp,Diastolic BP (mmHg),systolic_bp,Systolic BP (mmHg),Difference,4987,239.0,-0.449605773633048,2.126751452182892e-18,1854.5954231689848,-0.2571219182169703,2.0935286962254644e-05,1905.6818004132106,0.3478288604502486,1.1377179952346922e-09,1888.7044037569246,534955786.23771083,34.10898058793987
diabetes_binary,Diabetes,LBDLDL,LDL Cholesterol (mg/dL),LBXWBCSI,WBC Count (10^3/uL),Ratio,2806,403.0,-0.5599096176328927,1.784614420391009e-15,2237.6362385090324,-0.3754052628781449,5.421583435159036e-10,2271.5250396991323,0.29248072759128424,7.932222499552101e-09,2279.292490663377,303795.78766214196,33.88880119009991
arthritis_binary,Arthritis,LBXSAL,Albumin (g/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Difference,4899,1525.0,-0.35075596774586215,5.157714004101013e-29,5945.728493857337,-0.26131295448240177,4.758776762572175e-17,6008.3943235050465,0.30047917488460996,1.4024248994130055e-22,5979.24143279723,2719082.326584813,33.5129389398935
arthritis_binary,Arthritis,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXSAL,Albumin (g/dL),Difference,4899,1525.0,0.35075596774586215,5.157714004101013e-29,5945.728493857337,0.30047917488460996,1.4024248994130055e-22,5979.24143279723,-0.26131295448240177,4.758776762572175e-17,6008.3943235050465,2719082.326584813,33.5129389398935
diabetes_binary,Diabetes,LBXSASSI,AST Liver Enzyme (U/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5862,797.0,-0.5999439968046952,1.9671606525659624e-17,4565.459202322198,-0.00783163240536873,0.84027419698893,4664.977625412281,0.2502819225005616,1.4309896804734061e-15,4598.827294364094,72.74391537909345,33.36809204189649
hypertension_binary,Hypertension,LBDLDL,LDL Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2582,919.0,-0.39569135348410545,5.986789605300372e-17,3287.7272056976153,-0.06244062907770532,0.13234713758249142,3363.679372675211,0.2723111644081355,2.5874313743811207e-11,3320.867175586326,432190.129429361,33.139969888710766
diabetes_binary,Diabetes,LBDLDL,LDL Cholesterol (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,2789,401.0,-0.6883684413638678,4.230418260439463e-13,2227.3911911654577,-0.3697943063887298,1.0155288308972474e-09,2260.4792520059837,0.19503772302942093,5.6037130969085795e-06,2280.886580961133,2400.540013723732,33.08806084052594
arthritis_binary,Arthritis,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXSAL,Albumin (g/dL),Ratio,4899,1525.0,0.3515803538635232,1.1643830514714866e-28,5946.383908116388,0.30047917488460996,1.4024248994130055e-22,5979.24143279723,-0.26131295448240177,4.758776762572175e-17,6008.3943235050465,1204436.029570075,32.85752468084229
diabetes_binary,Diabetes,diastolic_bp,Diastolic BP (mmHg),LBXTC,Total Cholesterol (mg/dL),Ratio,6160,768.0,0.273103500550964,8.615101707284159e-13,4587.125360262169,0.09921671490776694,0.013653083081255,4631.764372996109,-0.17018250088068365,2.775787643597018e-05,4619.825695174026,32220021.746813044,32.70033491185677
diabetes_binary,Diabetes,LBXSKSI,Potassium (mmol/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5879,796.0,-0.5119979160660666,4.183522186061624e-18,4566.935361504382,0.267808843390016,7.048661982628008e-13,4615.175870621878,0.2510446323880337,1.137353748524722e-15,4599.586058008679,271.8651169854149,32.65069650429723
thyroid_binary,Thyroid Problem,diastolic_bp,Diastolic BP (mmHg),systolic_bp,Systolic BP (mmHg),Difference,4985,591.0,-0.340716028926025,4.871746324521737e-19,3558.5906882965064,-0.14117307698317721,0.0009013425401196706,3622.6468930649007,0.2679942617071941,2.760075283089296e-11,3591.178055820149,56654741.42601738,32.58736752364257
thyroid_binary,Thyroid Problem,systolic_bp,Systolic BP (mmHg),diastolic_bp,Diastolic BP (mmHg),Difference,4985,591.0,0.340716028926025,4.871746324521737e-19,3558.5906882965064,0.2679942617071941,2.760075283089296e-11,3591.178055820149,-0.14117307698317721,0.0009013425401196706,3622.6468930649007,56654741.42601738,32.58736752364257
diabetes_binary,Diabetes,LBXSKSI,Potassium (mmol/L),LBXSAL,Albumin (g/dL),Ratio,5895,799.0,0.44940376178425134,3.0717190748856e-36,4525.12599594366,0.2702544683966133,3.919715296966924e-13,4629.810096320443,-0.415008987591478,8.345118017637742e-29,4557.49977406747,27167582.10692994,32.37377812380964
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),LBXWBCSI,WBC Count (10^3/uL),Ratio,5897,799.0,-0.2661774085392694,4.490838892310864e-10,4640.647977032784,-0.11923740362512639,0.001605027367674227,4672.718137052501,0.04416106959756334,0.16581200418221897,4680.302505898993,3574003.4460428474,32.07016001971715
high_cholesterol_binary,High Cholesterol,LBXSCA,Calcium (mg/dL),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,5385,1762.0,-0.20574010031775208,6.185305865451982e-11,6767.417509258153,0.10612682503386302,0.00027418971210008846,6799.298202631386,0.06793761508261942,0.01644358759422375,6806.860321184261,4432920.829858629,31.880693373233044
diabetes_binary,Diabetes,BMXBMI,Body Mass Index (kg/m2),LBXSAL,Albumin (g/dL),Ratio,5809,781.0,0.4801489613451036,5.254638905865345e-44,4399.193658286755,0.4451554708821077,3.924508444784313e-37,4431.073301420911,-0.41224033701031243,6.5752009788509125e-28,4469.866448849463,7468654.868755472,31.87964313415614
heart_attack_binary,Heart Attack,LBXSKSI,Potassium (mmol/L),LBXTC,Total Cholesterol (mg/dL),Ratio,4900,243.0,0.5076474015505917,4.39455908362865e-21,1857.3540647528312,0.33629488967844,4.470438088974274e-08,1909.031293774693,-0.500180614145574,2.4610880637193214e-11,1889.1714506661674,5600307145.460349,31.81738591333624
high_cholesterol_binary,High Cholesterol,LBXSNASI,Sodium (mmol/L),systolic_bp,Systolic BP (mmHg),Ratio,5127,1698.0,-0.5426075015548127,9.824154415355523e-64,6207.048101450397,0.04545504325873004,0.12655577528255882,6513.121934862303,0.49786898080465347,5.5222203291043716e-58,6238.830106675858,562106.4262256437,31.782005225461035
heart_attack_binary,Heart Attack,LBXPLTSI,Platelet Count (10^3/uL),BMXWAIST,Waist Circumference (cm),Ratio,4753,220.0,-0.7472993104785105,1.035821550958939e-17,1700.8474980312014,-0.5659353319182681,3.80455882615633e-12,1732.6242054945928,0.3494079101887739,6.626860651523614e-08,1757.6386961233075,367298.6744323054,31.776707463391404
high_cholesterol_binary,High Cholesterol,LBXSCA,Calcium (mg/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5300,1732.0,-0.27520607397125996,2.0083409038034096e-19,6617.813462136643,0.10519256044652124,0.00035002206517864353,6689.126780789757,0.20907536833788992,4.648497712895029e-13,6649.50219211336,2314595.945385404,31.688729976717696
heart_attack_binary,Heart Attack,LBXTC,Total Cholesterol (mg/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2386,126.0,-0.7304795308650515,3.3074664414945186e-13,933.6688564911011,-0.5070395708277661,1.7766349402178164e-06,965.2747688774714,0.32492168099261237,1.9838519823322548e-08,965.4502922514832,59981.016207554545,31.605912386370278
